user_id,register_date,channel,city_tier,user_type
U00596,2024-08-31,内容营销,一线,新客
U00597,2023-08-18,自然搜索,三线,新客
U00598,2023-07-19,内容营销,二线,新客
U00599,2023-06-06,自然搜索,一线,新客
U00600,2023-03-09,口碑推荐,三线,老客带新
U00601,2024-07-02,社交媒体,三线,新客
U00602,2023-10-18,付费广告,三线,新客
U00603,2024-03-11,内容营销,一线,新客
U00604,2023-01-21,自然搜索,一线,新客
U00605,2023-07-27,自然搜索,二线,新客
U00606,2023-04-07,社交媒体,二线,新客
U00607,2023-01-06,付费广告,一线,新客
U00608,2024-10-23,社交媒体,一线,新客
U00609,2023-04-23,自然搜索,一线,新客
U00610,2023-02-10,自然搜索,四线及以下,新客
U00611,2023-05-28,自然搜索,三线,老客带新
U00612,2023-09-29,自然搜索,四线及以下,老客带新
U00613,2024-09-28,付费广告,一线,新客
U00614,2024-01-11,口碑推荐,四线及以下,新客
U00615,2023-04-14,内容营销,一线,新客
U00616,2024-12-11,口碑推荐,二线,新客
U00617,2024-12-06,自然搜索,三线,老客带新
U00618,2023-08-04,付费广告,二线,新客
U00619,2024-02-29,自然搜索,二线,新客
U00620,2023-12-10,付费广告,一线,老客带新
U00621,2023-02-27,付费广告,一线,老客带新
U00622,2024-07-13,自然搜索,三线,新客
U00623,2023-04-05,自然搜索,三线,新客
U00624,2023-11-24,内容营销,三线,新客
U00625,2023-05-21,付费广告,二线,新客
U00626,2023-11-07,付费广告,三线,新客
U00627,2023-08-05,自然搜索,一线,新客
U00628,2023-06-08,自然搜索,一线,新客
U00629,2024-11-06,内容营销,四线及以下,新客
U00630,2024-02-06,自然搜索,一线,新客
U00631,2023-12-23,付费广告,三线,新客
U00632,2024-01-04,自然搜索,一线,新客
U00633,2024-06-19,付费广告,三线,新客
U00634,2023-01-16,自然搜索,三线,新客
U00635,2023-08-27,口碑推荐,一线,新客
U00636,2023-11-09,口碑推荐,一线,新客
U00637,2023-12-01,口碑推荐,三线,新客
U00638,2024-03-30,付费广告,二线,新客
U00639,2023-05-25,口碑推荐,一线,新客
U00640,2023-05-09,付费广告,三线,新客
U00641,2023-10-15,付费广告,一线,新客
U00642,2023-09-20,社交媒体,四线及以下,新客
U00643,2024-07-08,自然搜索,二线,新客
U00644,2023-08-08,自然搜索,一线,新客
U00645,2024-10-03,社交媒体,三线,新客
U00646,2024-10-23,自然搜索,二线,老客带新
U00647,2024-01-31,社交媒体,一线,新客
U00648,2024-09-18,付费广告,二线,新客
U00649,2024-01-30,内容营销,一线,新客
U00650,2024-10-15,内容营销,一线,新客
U00651,2023-01-23,内容营销,一线,新客
U00652,2024-11-10,付费广告,二线,新客
U00653,2023-08-14,自然搜索,一线,新客
U00654,2024-09-07,付费广告,三线,新客
U00655,2023-09-19,自然搜索,三线,新客
U00656,2023-09-08,自然搜索,二线,老客带新
U00657,2024-08-18,社交媒体,三线,新客
U00658,2024-09-18,付费广告,三线,新客
U00659,2023-09-01,内容营销,二线,新客
U00660,2024-08-18,自然搜索,三线,新客
U00661,2023-11-03,付费广告,一线,新客
U00662,2023-02-07,自然搜索,四线及以下,新客
U00663,2024-06-21,内容营销,一线,新客
U00664,2023-02-27,口碑推荐,二线,新客
U00665,2024-05-06,口碑推荐,三线,新客
U00666,2023-12-24,内容营销,一线,新客
U00667,2024-07-16,付费广告,一线,新客
U00668,2024-12-16,付费广告,二线,新客
U00669,2023-07-20,付费广告,二线,老客带新
U00670,2023-06-21,社交媒体,三线,新客
U00671,2024-11-22,付费广告,三线,新客
U00672,2024-05-06,付费广告,一线,新客
U00673,2024-10-18,内容营销,一线,新客
U00674,2024-06-15,内容营销,三线,新客
U00675,2024-05-02,口碑推荐,二线,新客
U00676,2024-05-15,口碑推荐,三线,老客带新
U00677,2023-09-15,社交媒体,一线,新客
U00678,2024-08-15,自然搜索,二线,新客
U00679,2024-10-20,自然搜索,二线,新客
U00680,2023-08-16,社交媒体,二线,新客
U00681,2023-07-01,社交媒体,二线,新客
U00682,2024-01-19,自然搜索,二线,新客
U00683,2024-07-21,内容营销,二线,新客
U00684,2024-12-10,自然搜索,一线,新客
U00685,2024-05-08,付费广告,一线,老客带新
U00686,2024-04-03,社交媒体,二线,新客
U00687,2024-07-12,自然搜索,二线,老客带新
U00688,2023-01-15,自然搜索,二线,新客
U00689,2024-07-09,付费广告,二线,新客
U00690,2024-05-27,口碑推荐,三线,新客
U00691,2024-10-20,付费广告,四线及以下,新客
U00692,2024-05-13,社交媒体,一线,新客
U00693,2023-06-19,社交媒体,一线,新客
U00694,2023-04-02,自然搜索,一线,新客
U00695,2023-08-22,内容营销,三线,新客
U00696,2023-07-03,自然搜索,二线,新客
U00697,2023-10-08,内容营销,一线,新客
U00698,2024-07-08,付费广告,三线,新客
U00699,2023-02-28,内容营销,一线,新客
U00700,2023-01-24,自然搜索,二线,新客
U00701,2024-11-19,付费广告,二线,新客
U00702,2024-06-01,自然搜索,三线,新客
U00703,2023-07-31,自然搜索,一线,新客
U00704,2024-10-25,社交媒体,四线及以下,新客
U00705,2024-12-14,自然搜索,三线,新客
U00706,2023-08-21,社交媒体,一线,老客带新
U00707,2024-03-01,自然搜索,一线,老客带新
U00708,2023-03-21,付费广告,二线,新客
U00709,2023-01-29,口碑推荐,三线,老客带新
U00710,2024-03-04,付费广告,三线,新客
U00711,2023-02-03,社交媒体,二线,新客
U00712,2024-12-05,社交媒体,四线及以下,新客
U00713,2024-12-05,口碑推荐,一线,新客
U00714,2023-11-13,付费广告,一线,新客
U00715,2023-04-21,社交媒体,四线及以下,新客
U00716,2023-05-23,内容营销,三线,老客带新
U00717,2024-09-06,社交媒体,二线,新客
U00718,2024-11-07,付费广告,三线,新客
U00719,2024-06-01,社交媒体,四线及以下,新客
U00720,2023-10-05,社交媒体,三线,新客
U00721,2023-01-24,社交媒体,三线,新客
U00722,2024-09-11,自然搜索,三线,新客
U00723,2024-04-14,自然搜索,一线,老客带新
U00724,2023-04-29,口碑推荐,三线,新客
U00725,2024-05-27,付费广告,一线,新客
U00726,2023-01-16,社交媒体,四线及以下,新客
U00727,2023-05-21,付费广告,二线,新客
U00728,2023-11-07,付费广告,三线,老客带新
U00729,2023-02-03,自然搜索,二线,新客
U00730,2024-11-14,自然搜索,一线,新客
U00731,2023-12-17,内容营销,一线,新客
U00732,2023-05-06,内容营销,四线及以下,新客
U00733,2023-06-09,社交媒体,四线及以下,新客
U00734,2023-02-21,付费广告,二线,新客
U00735,2023-11-30,社交媒体,四线及以下,新客
U00736,2024-08-19,社交媒体,三线,新客
U00737,2024-10-04,社交媒体,三线,新客
U00738,2024-12-08,自然搜索,一线,新客
U00739,2023-10-22,社交媒体,四线及以下,新客
U00740,2024-02-18,口碑推荐,二线,新客
U00741,2024-05-13,内容营销,四线及以下,老客带新
U00742,2024-07-11,自然搜索,三线,新客
U00743,2024-02-04,社交媒体,三线,新客
U00744,2023-08-01,社交媒体,三线,新客
U00745,2024-01-21,付费广告,一线,新客
U00746,2023-07-09,自然搜索,二线,新客
U00747,2024-10-14,付费广告,二线,新客
U00748,2023-11-11,付费广告,一线,新客
U00749,2023-04-27,付费广告,二线,新客
U00750,2023-12-29,社交媒体,三线,新客
U00751,2024-10-27,社交媒体,四线及以下,老客带新
U00752,2023-11-03,社交媒体,一线,新客
U00753,2024-06-15,内容营销,二线,新客
U00754,2023-10-02,付费广告,一线,老客带新
U00755,2023-09-04,自然搜索,一线,新客
U00756,2023-02-17,社交媒体,一线,新客
U00757,2023-05-26,自然搜索,三线,新客
U00758,2023-06-26,付费广告,一线,新客
U00759,2023-12-20,自然搜索,三线,新客
U00760,2024-09-02,自然搜索,一线,新客
U00761,2024-10-13,口碑推荐,四线及以下,新客
U00762,2023-06-27,付费广告,三线,新客
U00763,2023-08-01,付费广告,四线及以下,新客
U00764,2023-12-10,自然搜索,四线及以下,新客
U00765,2024-08-30,社交媒体,四线及以下,新客
U00766,2023-10-11,付费广告,四线及以下,新客
U00767,2024-05-21,社交媒体,三线,新客
U00768,2024-09-20,付费广告,一线,新客
U00769,2024-01-28,自然搜索,一线,新客
U00770,2024-10-03,付费广告,一线,新客
U00771,2023-01-20,自然搜索,三线,新客
U00772,2024-08-27,付费广告,二线,新客
U00773,2024-07-20,付费广告,四线及以下,新客
U00774,2024-09-03,内容营销,四线及以下,新客
U00775,2023-08-10,自然搜索,二线,新客
U00776,2023-04-18,社交媒体,二线,新客
U00777,2023-07-08,自然搜索,四线及以下,新客
U00778,2023-03-24,付费广告,一线,新客
U00779,2023-02-23,付费广告,三线,新客
U00780,2024-03-20,内容营销,一线,新客
U00781,2024-10-14,自然搜索,三线,新客
U00782,2023-05-25,自然搜索,一线,老客带新
U00783,2023-01-27,付费广告,四线及以下,新客
U00784,2023-04-16,自然搜索,二线,新客
U00785,2024-08-12,自然搜索,一线,新客
U00786,2023-03-22,社交媒体,一线,新客
U00787,2023-11-14,自然搜索,二线,新客
U00788,2024-01-07,自然搜索,四线及以下,新客
U00789,2023-02-09,社交媒体,三线,新客
U00790,2023-02-21,付费广告,二线,新客
U00791,2023-09-07,自然搜索,二线,新客
U00792,2023-08-16,付费广告,二线,新客
U00793,2023-01-26,社交媒体,三线,老客带新
U00794,2023-11-05,付费广告,三线,新客
U00795,2023-10-23,付费广告,二线,老客带新
U00796,2023-07-03,自然搜索,三线,新客
U00797,2023-03-20,社交媒体,三线,老客带新
U00798,2023-05-13,付费广告,四线及以下,新客
U00799,2023-12-16,社交媒体,四线及以下,新客
U00800,2023-06-02,口碑推荐,三线,新客
U00801,2023-12-16,社交媒体,三线,老客带新
U00802,2023-05-13,付费广告,一线,新客
U00803,2024-05-12,付费广告,三线,新客
U00804,2023-10-23,付费广告,二线,老客带新
U00805,2024-11-08,自然搜索,一线,新客
U00806,2024-03-08,自然搜索,二线,新客
U00807,2024-04-19,口碑推荐,三线,老客带新
U00808,2024-07-02,付费广告,一线,新客
U00809,2024-09-09,付费广告,二线,新客
U00810,2024-10-27,社交媒体,二线,新客
U00811,2024-10-08,社交媒体,一线,新客
U00812,2023-06-08,自然搜索,一线,新客
U00813,2024-06-19,口碑推荐,三线,老客带新
U00814,2023-12-12,自然搜索,三线,新客
U00815,2023-09-11,社交媒体,一线,新客
U00816,2024-03-06,口碑推荐,四线及以下,新客
U00817,2024-04-02,社交媒体,三线,新客
U00818,2024-05-18,社交媒体,二线,新客
U00819,2024-09-14,自然搜索,三线,新客
U00820,2023-07-14,付费广告,四线及以下,新客
U00821,2024-03-17,社交媒体,二线,新客
U00822,2023-07-09,付费广告,一线,新客
U00823,2024-07-10,内容营销,四线及以下,新客
U00824,2023-08-17,付费广告,三线,新客
U00825,2024-11-09,付费广告,一线,新客
U00826,2024-07-31,付费广告,二线,新客
U00827,2023-03-20,付费广告,二线,新客
U00828,2023-10-05,社交媒体,四线及以下,新客
U00829,2024-05-09,社交媒体,二线,新客
U00830,2024-11-24,社交媒体,一线,新客
U00831,2023-12-25,口碑推荐,三线,新客
U00832,2023-12-29,内容营销,二线,新客
U00833,2023-03-07,口碑推荐,一线,新客
U00834,2023-11-05,自然搜索,二线,新客
U00835,2024-11-14,社交媒体,三线,新客
U00836,2023-12-04,自然搜索,一线,新客
U00837,2024-03-20,自然搜索,三线,新客
U00838,2024-04-29,社交媒体,二线,老客带新
U00839,2024-10-17,付费广告,一线,新客
U00840,2024-01-14,自然搜索,二线,老客带新
U00841,2023-01-17,自然搜索,二线,新客
U00842,2024-01-06,自然搜索,三线,新客
U00843,2023-11-29,内容营销,一线,新客
U00844,2024-10-25,自然搜索,三线,新客
U00845,2023-09-30,自然搜索,一线,新客
U00846,2024-11-04,付费广告,四线及以下,新客
U00847,2024-01-14,付费广告,三线,新客
U00848,2023-03-29,内容营销,三线,新客
U00849,2023-07-14,自然搜索,一线,新客
U00850,2024-08-10,付费广告,二线,新客
U00851,2024-09-04,社交媒体,一线,新客
U00852,2024-04-19,内容营销,四线及以下,新客
U00853,2023-12-12,社交媒体,二线,老客带新
U00854,2023-10-23,口碑推荐,三线,新客
U00855,2023-07-20,自然搜索,三线,新客
U00856,2023-05-02,付费广告,二线,新客
U00857,2024-04-28,付费广告,三线,老客带新
U00858,2024-01-10,内容营销,三线,新客
U00859,2024-12-09,自然搜索,三线,新客
U00860,2023-04-19,自然搜索,二线,新客
U00861,2023-05-26,付费广告,二线,新客
U00862,2024-03-27,自然搜索,一线,新客
U00863,2024-09-06,自然搜索,三线,新客
U00864,2024-03-05,内容营销,三线,老客带新
U00865,2024-03-13,付费广告,二线,新客
U00866,2024-11-25,社交媒体,四线及以下,新客
U00867,2023-12-24,社交媒体,一线,新客
U00868,2023-05-06,付费广告,四线及以下,新客
U00869,2023-11-25,自然搜索,四线及以下,新客
U00870,2023-06-07,自然搜索,四线及以下,新客
U00871,2024-12-05,付费广告,三线,新客
U00872,2024-12-02,社交媒体,二线,新客
U00873,2023-12-29,付费广告,一线,新客
U00874,2023-07-20,自然搜索,三线,新客
U00875,2023-04-28,付费广告,二线,新客
U00876,2023-08-19,内容营销,一线,新客
U00877,2024-10-13,口碑推荐,三线,老客带新
U00878,2024-07-07,口碑推荐,二线,新客
U00879,2024-02-05,口碑推荐,四线及以下,新客
U00880,2023-10-30,付费广告,三线,老客带新
U00881,2023-09-15,口碑推荐,三线,新客
U00882,2023-03-26,自然搜索,三线,老客带新
U00883,2023-06-05,社交媒体,四线及以下,新客
U00884,2023-05-23,社交媒体,三线,新客
U00885,2024-03-19,自然搜索,三线,新客
U00886,2024-05-04,口碑推荐,一线,老客带新
U00887,2023-03-22,内容营销,四线及以下,新客
U00888,2024-05-22,付费广告,三线,老客带新
U00889,2023-10-01,口碑推荐,二线,新客
U00890,2024-06-12,自然搜索,一线,新客
U00891,2024-05-19,社交媒体,三线,新客
U00892,2023-03-05,付费广告,一线,新客
U00893,2023-06-13,付费广告,四线及以下,老客带新
U00894,2024-12-06,内容营销,四线及以下,老客带新
U00895,2023-09-02,内容营销,一线,新客
U00896,2024-01-31,口碑推荐,三线,新客
U00897,2023-02-11,付费广告,一线,新客
U00898,2023-09-22,内容营销,三线,新客
U00899,2023-03-29,自然搜索,二线,新客
U00900,2023-09-01,内容营销,三线,新客
U00901,2023-02-12,付费广告,二线,新客
U00902,2023-10-07,自然搜索,一线,新客
U00903,2024-03-04,社交媒体,二线,新客
U00904,2023-05-12,自然搜索,一线,新客
U00905,2023-02-24,自然搜索,二线,新客
U00906,2024-03-02,付费广告,一线,新客
U00907,2023-08-26,自然搜索,二线,新客
U00908,2023-05-17,自然搜索,四线及以下,新客
U00909,2024-05-31,自然搜索,三线,新客
U00910,2023-05-29,付费广告,四线及以下,新客
U00911,2024-04-08,自然搜索,四线及以下,新客
U00912,2023-05-14,社交媒体,一线,老客带新
U00913,2024-05-13,自然搜索,一线,新客
U00914,2023-08-12,内容营销,二线,新客
U00915,2024-07-20,内容营销,四线及以下,新客
U00916,2023-03-26,付费广告,四线及以下,新客
U00917,2023-08-01,口碑推荐,一线,新客
U00918,2023-08-26,口碑推荐,二线,新客
U00919,2024-01-09,内容营销,一线,新客
U00920,2023-01-07,社交媒体,三线,新客
U00921,2024-12-10,自然搜索,三线,新客
U00922,2024-04-03,社交媒体,一线,新客
U00923,2023-01-28,社交媒体,二线,新客
U00924,2024-04-04,社交媒体,三线,老客带新
U00925,2024-01-07,付费广告,三线,新客
U00926,2024-01-21,内容营销,一线,新客
U00927,2024-09-02,内容营销,四线及以下,新客
U00928,2023-04-28,自然搜索,二线,老客带新
U00929,2023-06-28,自然搜索,三线,新客
U00930,2023-07-05,自然搜索,三线,新客
U00931,2023-11-10,口碑推荐,一线,新客
U00932,2024-07-17,社交媒体,一线,新客
U00933,2023-10-08,社交媒体,三线,新客
U00934,2023-11-18,付费广告,一线,新客
U00935,2023-07-18,社交媒体,三线,新客
U00936,2023-04-03,付费广告,三线,新客
U00937,2024-02-08,付费广告,三线,新客
U00938,2023-12-04,口碑推荐,一线,新客
U00939,2023-02-13,内容营销,二线,新客
U00940,2024-02-22,内容营销,三线,新客
U00941,2024-05-04,内容营销,一线,新客
U00942,2024-05-03,付费广告,三线,新客
U00943,2023-02-28,付费广告,三线,新客
U00944,2024-12-04,社交媒体,二线,新客
U00945,2023-03-18,内容营销,三线,新客
U00946,2023-06-19,自然搜索,一线,新客
U00947,2023-07-10,付费广告,二线,新客
U00948,2023-08-31,自然搜索,四线及以下,新客
U00949,2024-03-01,社交媒体,四线及以下,新客
U00950,2024-09-26,付费广告,二线,新客
U00951,2024-07-28,付费广告,四线及以下,新客
U00952,2024-05-29,自然搜索,二线,新客
U00953,2024-05-07,付费广告,一线,新客
U00954,2024-10-09,内容营销,一线,老客带新
U00955,2023-10-20,自然搜索,四线及以下,新客
U00956,2023-01-23,社交媒体,一线,新客
U00957,2024-12-18,社交媒体,二线,新客
U00958,2024-06-12,内容营销,二线,新客
U00959,2024-02-10,自然搜索,三线,老客带新
U00960,2023-12-01,内容营销,二线,新客
U00961,2023-03-22,社交媒体,一线,新客
U00962,2023-12-04,内容营销,一线,新客
U00963,2023-10-29,内容营销,三线,新客
U00964,2023-06-15,自然搜索,三线,新客
U00965,2024-03-15,自然搜索,二线,老客带新
U00966,2023-11-23,付费广告,三线,新客
U00967,2024-11-17,付费广告,一线,新客
U00968,2023-02-14,自然搜索,四线及以下,新客
U00969,2023-02-04,自然搜索,二线,新客
U00970,2024-04-28,付费广告,一线,老客带新
U00971,2024-01-05,自然搜索,二线,新客
U00972,2023-07-15,自然搜索,三线,新客
U00973,2024-11-02,付费广告,四线及以下,新客
U00974,2024-07-26,自然搜索,一线,新客
U00975,2024-03-10,付费广告,三线,新客
U00976,2024-08-15,付费广告,一线,新客
U00977,2023-11-24,付费广告,一线,新客
U00978,2023-03-19,内容营销,二线,新客
U00979,2023-12-21,付费广告,三线,新客
U00980,2024-09-07,付费广告,三线,新客
U00981,2024-03-31,付费广告,二线,新客
U00982,2024-07-30,口碑推荐,一线,新客
U00983,2024-07-19,内容营销,二线,新客
U00984,2023-05-04,内容营销,一线,新客
U00985,2023-01-27,社交媒体,一线,新客
U00986,2023-06-15,自然搜索,二线,新客
U00987,2023-02-03,付费广告,二线,新客
U00988,2024-05-20,自然搜索,一线,新客
U00989,2024-12-03,内容营销,二线,老客带新
U00990,2024-06-09,社交媒体,一线,新客
U00991,2023-12-13,社交媒体,一线,新客
U00992,2023-08-27,付费广告,三线,老客带新
U00993,2024-02-20,口碑推荐,一线,新客
U00994,2024-05-16,付费广告,三线,新客
U00995,2023-08-14,自然搜索,一线,老客带新
U00996,2024-02-13,付费广告,二线,新客
U00997,2024-07-31,社交媒体,一线,新客
U00998,2023-03-14,付费广告,一线,老客带新
U00999,2024-09-16,内容营销,二线,新客
U01000,2023-03-22,自然搜索,四线及以下,老客带新
U01001,2024-02-10,社交媒体,一线,新客
U01002,2024-02-02,付费广告,二线,新客
U01003,2024-05-07,付费广告,三线,新客
U01004,2024-07-28,口碑推荐,二线,老客带新
U01005,2023-09-04,口碑推荐,三线,新客
U01006,2024-04-20,社交媒体,一线,新客
U01007,2024-10-14,内容营销,四线及以下,新客
U01008,2024-09-13,社交媒体,二线,新客
U01009,2023-02-24,自然搜索,二线,新客
U01010,2023-08-10,社交媒体,四线及以下,老客带新
U01011,2024-01-13,付费广告,二线,新客
U01012,2023-08-20,自然搜索,二线,新客
U01013,2024-06-12,自然搜索,三线,新客
U01014,2024-02-10,社交媒体,二线,新客
U01015,2023-06-11,社交媒体,一线,新客
U01016,2024-01-21,自然搜索,三线,新客
U01017,2023-01-29,社交媒体,一线,新客
U01018,2023-06-09,内容营销,三线,新客
U01019,2023-08-10,自然搜索,四线及以下,新客
U01020,2024-10-11,自然搜索,二线,新客
U01021,2024-11-30,口碑推荐,二线,新客
U01022,2024-05-07,付费广告,一线,新客
U01023,2024-02-10,社交媒体,一线,新客
U01024,2024-04-17,自然搜索,四线及以下,新客
U01025,2024-10-20,付费广告,一线,新客
U01026,2024-07-25,社交媒体,二线,新客
U01027,2023-10-06,社交媒体,三线,新客
U01028,2024-06-22,口碑推荐,四线及以下,新客
U01029,2023-01-03,内容营销,二线,新客
U01030,2023-01-02,口碑推荐,二线,新客
U01031,2023-09-11,社交媒体,三线,新客
U01032,2023-01-14,自然搜索,四线及以下,新客
U01033,2024-08-19,付费广告,三线,新客
U01034,2024-09-29,自然搜索,二线,新客
U01035,2023-02-06,口碑推荐,一线,新客
U01036,2023-07-26,付费广告,一线,老客带新
U01037,2024-02-21,社交媒体,二线,老客带新
U01038,2024-06-09,付费广告,四线及以下,新客
U01039,2023-02-10,口碑推荐,四线及以下,新客
U01040,2024-11-03,内容营销,四线及以下,新客
U01041,2024-05-03,付费广告,二线,新客
U01042,2023-10-31,内容营销,三线,新客
U01043,2023-06-09,付费广告,三线,老客带新
U01044,2023-06-09,付费广告,三线,新客
U01045,2023-07-09,内容营销,二线,老客带新
U01046,2024-06-06,付费广告,二线,新客
U01047,2023-08-07,内容营销,四线及以下,新客
U01048,2024-06-22,自然搜索,一线,新客
U01049,2024-08-08,自然搜索,四线及以下,老客带新
U01050,2023-07-11,内容营销,一线,新客
U01051,2024-08-09,自然搜索,三线,新客
U01052,2023-04-07,内容营销,三线,新客
U01053,2024-10-18,内容营销,三线,新客
U01054,2023-03-11,自然搜索,二线,新客
U01055,2023-10-12,付费广告,四线及以下,新客
U01056,2023-11-15,自然搜索,三线,新客
U01057,2024-10-04,付费广告,一线,新客
U01058,2024-11-03,自然搜索,三线,新客
U01059,2024-01-21,自然搜索,一线,新客
U01060,2024-01-15,付费广告,一线,新客
U01061,2024-07-17,付费广告,二线,新客
U01062,2024-01-30,内容营销,四线及以下,新客
U01063,2024-01-04,口碑推荐,二线,老客带新
U01064,2024-11-12,社交媒体,三线,老客带新
U01065,2024-11-10,付费广告,二线,新客
U01066,2023-12-15,口碑推荐,一线,新客
U01067,2023-06-18,付费广告,四线及以下,新客
U01068,2024-07-16,社交媒体,三线,新客
U01069,2023-05-25,内容营销,四线及以下,新客
U01070,2023-09-25,付费广告,一线,新客
U01071,2023-03-30,社交媒体,一线,新客
U01072,2023-10-17,口碑推荐,四线及以下,新客
U01073,2023-03-24,内容营销,三线,新客
U01074,2024-02-26,社交媒体,一线,新客
U01075,2023-07-12,付费广告,一线,新客
U01076,2024-05-16,付费广告,三线,新客
U01077,2024-12-11,自然搜索,二线,新客
U01078,2023-05-05,口碑推荐,三线,老客带新
U01079,2023-12-17,自然搜索,二线,新客
U01080,2024-12-09,内容营销,二线,新客
U01081,2024-05-14,自然搜索,四线及以下,新客
U01082,2023-09-02,自然搜索,一线,新客
U01083,2024-08-25,付费广告,二线,新客
U01084,2023-04-03,社交媒体,三线,新客
U01085,2024-02-27,自然搜索,一线,新客
U01086,2023-04-07,付费广告,二线,新客
U01087,2023-07-10,付费广告,三线,新客
U01088,2024-07-13,自然搜索,二线,新客
U01089,2024-10-04,自然搜索,二线,新客
U01090,2023-03-15,口碑推荐,二线,老客带新
U01091,2024-06-02,付费广告,二线,新客
U01092,2024-09-07,自然搜索,三线,新客
U01093,2023-01-04,口碑推荐,三线,新客
U01094,2023-08-03,内容营销,一线,新客
U01095,2024-04-18,社交媒体,三线,新客
U01096,2023-10-10,付费广告,四线及以下,新客
U01097,2024-02-09,内容营销,二线,新客
U01098,2023-02-23,内容营销,三线,新客
U01099,2023-05-06,口碑推荐,二线,新客
U01100,2023-06-13,付费广告,四线及以下,新客
U01101,2023-09-20,社交媒体,四线及以下,新客
U01102,2024-03-10,社交媒体,一线,新客
U01103,2024-11-28,自然搜索,二线,新客
U01104,2024-07-26,付费广告,二线,新客
U01105,2023-07-06,口碑推荐,二线,老客带新
U01106,2024-05-22,社交媒体,一线,新客
U01107,2023-02-03,付费广告,三线,新客
U01108,2023-05-06,社交媒体,一线,老客带新
U01109,2023-01-09,自然搜索,二线,新客
U01110,2023-12-21,付费广告,三线,新客
U01111,2023-04-14,口碑推荐,一线,新客
U01112,2024-11-06,自然搜索,四线及以下,新客
U01113,2023-11-07,自然搜索,三线,新客
U01114,2023-03-24,内容营销,二线,新客
U01115,2024-02-11,自然搜索,二线,新客
U01116,2023-10-08,付费广告,一线,新客
U01117,2023-12-06,内容营销,三线,新客
U01118,2023-01-06,社交媒体,一线,新客
U01119,2024-08-01,社交媒体,三线,新客
U01120,2023-11-09,内容营销,三线,新客
U01121,2023-01-26,自然搜索,一线,新客
U01122,2024-10-12,社交媒体,四线及以下,新客
U01123,2023-11-02,付费广告,一线,新客
U01124,2024-03-01,口碑推荐,四线及以下,老客带新
U01125,2023-12-02,付费广告,一线,新客
U01126,2024-05-12,社交媒体,三线,新客
U01127,2024-12-03,付费广告,一线,老客带新
U01128,2024-12-19,付费广告,三线,新客
U01129,2024-03-11,口碑推荐,二线,新客
U01130,2023-06-12,社交媒体,一线,新客
U01131,2024-08-11,社交媒体,二线,新客
U01132,2024-01-28,付费广告,二线,新客
U01133,2023-09-03,付费广告,三线,新客
U01134,2024-08-19,社交媒体,四线及以下,新客
U01135,2023-01-24,口碑推荐,二线,新客
U01136,2023-03-08,社交媒体,一线,新客
U01137,2023-05-22,内容营销,一线,新客
U01138,2023-05-02,口碑推荐,二线,新客
U01139,2024-05-14,社交媒体,二线,新客
U01140,2024-02-07,社交媒体,二线,新客
U01141,2023-10-18,内容营销,一线,新客
U01142,2024-09-10,社交媒体,二线,新客
U01143,2024-12-18,口碑推荐,四线及以下,新客
U01144,2023-10-30,社交媒体,一线,新客
U01145,2024-06-19,社交媒体,二线,新客
U01146,2023-07-24,自然搜索,三线,新客
U01147,2024-03-07,付费广告,三线,老客带新
U01148,2024-06-17,内容营销,二线,老客带新
U01149,2023-12-03,社交媒体,三线,新客
U01150,2024-08-16,社交媒体,四线及以下,新客
U01151,2024-01-16,内容营销,一线,新客
U01152,2024-04-13,社交媒体,二线,新客
U01153,2023-10-26,付费广告,一线,新客
U01154,2024-10-30,口碑推荐,二线,老客带新
U01155,2024-06-15,社交媒体,二线,新客
U01156,2023-01-24,自然搜索,三线,新客
U01157,2023-08-05,付费广告,一线,新客
U01158,2023-05-16,付费广告,二线,新客
U01159,2024-10-07,付费广告,二线,新客
U01160,2023-02-01,付费广告,二线,新客
U01161,2024-11-14,付费广告,三线,新客
U01162,2023-11-07,自然搜索,二线,新客
U01163,2024-06-12,付费广告,四线及以下,新客
U01164,2024-05-21,自然搜索,二线,新客
U01165,2023-08-14,社交媒体,二线,新客
U01166,2023-08-16,内容营销,三线,新客
U01167,2023-12-24,社交媒体,一线,新客
U01168,2023-08-24,付费广告,一线,新客
U01169,2024-01-30,自然搜索,三线,新客
U01170,2023-01-02,自然搜索,二线,新客
U01171,2024-07-10,付费广告,四线及以下,新客
U01172,2024-02-16,自然搜索,四线及以下,新客
U01173,2024-03-31,付费广告,二线,新客
U01174,2023-09-24,自然搜索,二线,老客带新
U01175,2023-02-18,口碑推荐,二线,新客
U01176,2023-06-09,付费广告,二线,新客
U01177,2023-01-10,自然搜索,三线,新客
U01178,2024-04-08,口碑推荐,三线,新客
U01179,2023-09-19,付费广告,二线,新客
U01180,2024-01-05,自然搜索,一线,新客
U01181,2023-11-01,社交媒体,二线,新客
U01182,2023-02-06,社交媒体,一线,新客
U01183,2024-01-30,社交媒体,三线,老客带新
U01184,2023-06-19,自然搜索,一线,新客
U01185,2023-06-02,付费广告,三线,新客
U01186,2024-06-07,付费广告,三线,新客
U01187,2023-09-21,自然搜索,三线,新客
U01188,2024-07-07,内容营销,二线,新客
U01189,2023-10-29,社交媒体,三线,新客
U01190,2024-12-13,付费广告,三线,新客
U01191,2023-07-25,社交媒体,三线,新客
U01192,2024-09-07,自然搜索,二线,新客
U01193,2023-01-13,内容营销,二线,新客
