user_id,register_date,country,channel,device,age_group,gender
U02095,2023-01-01,菲律宾,付费广告,Android,35-44,男
U02096,2023-09-20,印尼,社交媒体,iOS,25-34,女
U02097,2024-01-11,印尼,社交媒体,Android,45+,女
U02098,2024-07-21,菲律宾,自然搜索,iOS,25-34,女
U02099,2024-05-03,越南,自然搜索,iOS,18-24,男
U02100,2024-08-13,马来西亚,内容营销,iOS,25-34,女
U02101,2024-10-25,印尼,社交媒体,Android,35-44,女
U02102,2024-07-20,泰国,内容营销,iOS,25-34,女
U02103,2024-09-24,印尼,付费广告,iOS,25-34,女
U02104,2023-09-19,菲律宾,社交媒体,iOS,25-34,男
U02105,2024-07-23,越南,自然搜索,Android,18-24,女
U02106,2023-01-17,菲律宾,付费广告,iOS,18-24,女
U02107,2024-02-12,马来西亚,付费广告,iOS,18-24,女
U02108,2023-02-22,越南,付费广告,iOS,25-34,男
U02109,2023-03-28,马来西亚,自然搜索,iOS,35-44,女
U02110,2024-12-05,泰国,付费广告,Android,35-44,女
U02111,2023-03-14,泰国,自然搜索,iOS,45+,女
U02112,2024-12-24,泰国,社交媒体,iOS,25-34,女
U02113,2024-06-05,菲律宾,付费广告,Android,35-44,男
U02114,2023-03-23,印尼,自然搜索,iOS,18-24,女
U02115,2023-02-09,泰国,自然搜索,iOS,18-24,女
U02116,2024-06-27,越南,自然搜索,iOS,18-24,女
U02117,2023-02-22,印尼,社交媒体,Android,25-34,男
U02118,2024-07-03,泰国,自然搜索,Android,18-24,男
U02119,2024-06-14,菲律宾,KOL推荐,Android,18-24,女
U02120,2024-01-16,菲律宾,自然搜索,Android,25-34,男
U02121,2024-09-28,印尼,自然搜索,Android,25-34,女
U02122,2023-11-21,马来西亚,内容营销,Android,25-34,男
U02123,2024-11-24,越南,社交媒体,Android,25-34,女
U02124,2024-12-12,马来西亚,自然搜索,iOS,18-24,女
U02125,2023-03-06,印尼,KOL推荐,iOS,18-24,男
U02126,2024-04-12,印尼,付费广告,Android,18-24,女
U02127,2024-09-20,泰国,KOL推荐,Android,18-24,男
U02128,2023-06-20,菲律宾,社交媒体,Android,25-34,男
U02129,2024-02-24,越南,社交媒体,Android,35-44,男
U02130,2023-09-17,泰国,内容营销,Android,25-34,女
U02131,2023-12-01,泰国,自然搜索,iOS,25-34,男
U02132,2024-08-22,印尼,社交媒体,iOS,35-44,男
U02133,2023-08-28,印尼,付费广告,Android,18-24,女
U02134,2023-12-16,印尼,自然搜索,iOS,18-24,男
U02135,2023-01-03,菲律宾,自然搜索,Android,25-34,男
U02136,2023-12-04,泰国,自然搜索,Android,25-34,男
U02137,2023-10-02,印尼,社交媒体,Android,25-34,男
U02138,2023-09-03,泰国,社交媒体,iOS,35-44,男
U02139,2024-08-20,菲律宾,社交媒体,Android,18-24,男
U02140,2023-01-05,菲律宾,自然搜索,iOS,25-34,男
U02141,2023-05-02,印尼,付费广告,iOS,18-24,男
U02142,2024-03-01,印尼,内容营销,Android,35-44,男
U02143,2024-09-05,越南,付费广告,iOS,35-44,女
U02144,2023-07-11,印尼,社交媒体,iOS,18-24,女
U02145,2023-10-02,菲律宾,KOL推荐,iOS,18-24,男
U02146,2024-02-24,越南,KOL推荐,Android,18-24,女
U02147,2024-09-05,越南,付费广告,iOS,18-24,女
U02148,2024-04-25,印尼,内容营销,Android,25-34,女
U02149,2023-02-10,菲律宾,付费广告,Android,25-34,男
U02150,2024-06-05,越南,内容营销,Android,45+,女
U02151,2024-05-11,泰国,自然搜索,Android,25-34,男
U02152,2023-05-21,印尼,付费广告,iOS,18-24,女
U02153,2024-12-06,菲律宾,自然搜索,iOS,18-24,男
U02154,2024-10-16,泰国,KOL推荐,iOS,18-24,男
U02155,2023-05-21,泰国,付费广告,iOS,18-24,女
U02156,2024-12-16,泰国,自然搜索,Android,35-44,女
U02157,2024-05-09,越南,自然搜索,iOS,18-24,女
U02158,2024-10-25,越南,内容营销,iOS,45+,男
U02159,2023-02-19,印尼,KOL推荐,Android,25-34,男
U02160,2024-05-05,印尼,社交媒体,Android,25-34,女
U02161,2023-02-11,印尼,社交媒体,Android,25-34,女
U02162,2023-01-09,越南,付费广告,Android,35-44,女
U02163,2023-06-11,菲律宾,付费广告,Android,25-34,女
U02164,2023-08-13,印尼,内容营销,Android,25-34,男
U02165,2023-12-09,马来西亚,自然搜索,iOS,18-24,男
U02166,2024-03-05,印尼,付费广告,Android,45+,男
U02167,2024-03-02,泰国,付费广告,Android,18-24,女
U02168,2024-03-20,印尼,付费广告,iOS,25-34,女
U02169,2023-03-10,越南,付费广告,iOS,25-34,女
U02170,2023-07-10,印尼,付费广告,Android,18-24,男
U02171,2023-10-08,泰国,自然搜索,Android,18-24,男
U02172,2024-01-21,泰国,付费广告,iOS,18-24,男
U02173,2023-02-12,菲律宾,自然搜索,iOS,35-44,女
U02174,2023-09-01,泰国,自然搜索,Android,25-34,男
U02175,2024-09-12,菲律宾,自然搜索,Android,35-44,女
U02176,2023-12-03,越南,KOL推荐,iOS,35-44,女
U02177,2024-12-08,印尼,付费广告,iOS,18-24,男
U02178,2024-01-28,印尼,社交媒体,Android,25-34,男
U02179,2024-05-20,印尼,社交媒体,iOS,35-44,女
U02180,2023-10-15,越南,社交媒体,Android,25-34,男
U02181,2024-12-25,泰国,付费广告,iOS,25-34,女
U02182,2023-09-18,泰国,付费广告,iOS,35-44,女
U02183,2023-08-27,越南,付费广告,iOS,18-24,男
U02184,2024-02-11,印尼,社交媒体,iOS,35-44,女
U02185,2024-01-16,马来西亚,付费广告,iOS,18-24,女
U02186,2024-02-09,菲律宾,KOL推荐,iOS,25-34,女
U02187,2023-09-19,菲律宾,内容营销,Android,18-24,女
U02188,2023-05-15,菲律宾,自然搜索,iOS,35-44,男
U02189,2023-11-19,印尼,自然搜索,Android,25-34,女
U02190,2023-06-10,越南,社交媒体,iOS,25-34,女
U02191,2024-04-05,马来西亚,付费广告,Android,35-44,女
U02192,2024-06-19,印尼,自然搜索,iOS,35-44,男
U02193,2024-11-10,印尼,内容营销,iOS,35-44,男
U02194,2023-10-12,泰国,自然搜索,Android,18-24,男
U02195,2024-09-03,越南,内容营销,Android,35-44,女
U02196,2023-04-22,越南,社交媒体,Android,25-34,男
U02197,2024-12-12,菲律宾,KOL推荐,Android,25-34,女
U02198,2023-07-12,印尼,自然搜索,Android,45+,男
U02199,2023-03-18,越南,自然搜索,iOS,18-24,男
U02200,2024-07-05,马来西亚,付费广告,Android,18-24,男
U02201,2024-02-23,泰国,自然搜索,Android,25-34,女
U02202,2023-08-22,越南,付费广告,Android,35-44,女
U02203,2024-03-16,泰国,付费广告,Android,25-34,男
U02204,2024-06-11,印尼,自然搜索,iOS,25-34,女
U02205,2023-02-10,马来西亚,自然搜索,iOS,25-34,男
U02206,2023-11-05,越南,KOL推荐,Android,25-34,女
U02207,2024-09-17,菲律宾,自然搜索,Android,35-44,女
U02208,2023-01-25,越南,自然搜索,Android,18-24,男
U02209,2024-02-15,马来西亚,社交媒体,Android,35-44,男
U02210,2023-07-08,菲律宾,内容营销,iOS,35-44,男
U02211,2024-04-13,菲律宾,付费广告,iOS,25-34,男
U02212,2023-05-03,泰国,自然搜索,iOS,25-34,女
U02213,2024-01-19,马来西亚,社交媒体,Android,18-24,女
U02214,2023-12-19,印尼,内容营销,Android,35-44,女
U02215,2024-05-11,越南,KOL推荐,iOS,25-34,女
U02216,2023-03-02,菲律宾,社交媒体,Android,25-34,男
U02217,2024-12-26,越南,付费广告,iOS,25-34,男
U02218,2024-02-26,菲律宾,付费广告,iOS,25-34,女
U02219,2024-10-21,泰国,自然搜索,Android,35-44,女
U02220,2024-05-02,印尼,社交媒体,iOS,35-44,女
U02221,2024-06-23,印尼,社交媒体,Android,25-34,女
U02222,2024-03-12,泰国,内容营销,Android,35-44,男
U02223,2024-04-16,泰国,付费广告,Android,35-44,男
U02224,2023-07-06,泰国,自然搜索,iOS,18-24,女
U02225,2024-02-08,越南,付费广告,Android,18-24,女
U02226,2024-08-25,越南,社交媒体,Android,35-44,女
U02227,2024-12-19,印尼,KOL推荐,Android,35-44,男
U02228,2024-07-28,越南,自然搜索,Android,25-34,男
U02229,2023-12-09,越南,付费广告,iOS,18-24,男
U02230,2023-09-27,印尼,付费广告,iOS,35-44,女
U02231,2023-05-26,泰国,付费广告,Android,25-34,女
U02232,2024-02-01,马来西亚,内容营销,Android,35-44,男
U02233,2023-03-11,菲律宾,付费广告,iOS,45+,女
U02234,2024-09-04,印尼,KOL推荐,iOS,45+,女
U02235,2024-08-01,印尼,社交媒体,Android,35-44,男
U02236,2023-06-28,菲律宾,KOL推荐,iOS,18-24,男
U02237,2023-10-27,泰国,付费广告,iOS,35-44,男
U02238,2023-04-17,泰国,KOL推荐,iOS,18-24,男
U02239,2024-10-21,泰国,付费广告,iOS,35-44,女
U02240,2023-05-02,菲律宾,付费广告,Android,18-24,男
U02241,2023-01-16,泰国,自然搜索,iOS,25-34,男
U02242,2023-07-21,印尼,付费广告,iOS,18-24,男
U02243,2023-03-14,马来西亚,付费广告,iOS,35-44,男
U02244,2024-10-19,菲律宾,付费广告,iOS,18-24,女
U02245,2024-04-22,印尼,内容营销,Android,25-34,男
U02246,2023-06-25,泰国,自然搜索,iOS,35-44,女
U02247,2024-12-01,菲律宾,KOL推荐,Android,35-44,男
U02248,2023-07-11,印尼,内容营销,iOS,18-24,女
U02249,2024-06-09,泰国,自然搜索,iOS,25-34,女
U02250,2024-10-03,泰国,社交媒体,iOS,18-24,男
U02251,2024-12-23,马来西亚,付费广告,iOS,35-44,女
U02252,2023-08-08,印尼,自然搜索,Android,45+,男
U02253,2024-11-01,菲律宾,付费广告,Android,35-44,男
U02254,2023-10-15,菲律宾,内容营销,Android,18-24,男
U02255,2023-10-26,印尼,自然搜索,iOS,25-34,男
U02256,2023-08-21,印尼,社交媒体,iOS,45+,男
U02257,2023-02-18,越南,付费广告,iOS,18-24,男
U02258,2023-02-25,越南,内容营销,Android,25-34,男
U02259,2024-09-19,越南,自然搜索,iOS,25-34,女
U02260,2024-10-09,菲律宾,社交媒体,iOS,35-44,男
U02261,2023-10-27,印尼,社交媒体,iOS,35-44,男
U02262,2023-04-21,菲律宾,社交媒体,iOS,25-34,女
U02263,2023-01-11,越南,内容营销,Android,35-44,男
U02264,2024-10-02,印尼,KOL推荐,Android,25-34,男
U02265,2024-11-04,印尼,自然搜索,Android,18-24,男
U02266,2024-03-20,印尼,付费广告,Android,18-24,女
U02267,2024-01-01,印尼,付费广告,Android,25-34,男
U02268,2024-10-02,泰国,付费广告,iOS,18-24,女
U02269,2023-06-07,印尼,付费广告,Android,35-44,男
U02270,2024-07-04,泰国,付费广告,iOS,18-24,男
U02271,2024-06-23,越南,付费广告,iOS,18-24,男
U02272,2023-09-21,印尼,内容营销,Android,25-34,女
U02273,2023-11-05,印尼,自然搜索,Android,18-24,女
U02274,2024-12-01,马来西亚,内容营销,Android,25-34,男
U02275,2023-02-23,印尼,付费广告,Android,25-34,男
U02276,2023-03-22,印尼,社交媒体,iOS,35-44,女
U02277,2024-05-24,印尼,KOL推荐,iOS,45+,男
U02278,2023-02-01,印尼,付费广告,iOS,35-44,女
U02279,2023-02-08,泰国,付费广告,Android,18-24,女
U02280,2024-01-26,越南,付费广告,Android,45+,男
U02281,2024-02-21,越南,付费广告,iOS,25-34,男
U02282,2023-12-09,印尼,内容营销,iOS,25-34,女
U02283,2024-07-24,泰国,KOL推荐,Android,25-34,女
U02284,2024-08-07,泰国,自然搜索,Android,18-24,女
U02285,2023-10-24,越南,自然搜索,Android,35-44,男
U02286,2023-03-19,马来西亚,付费广告,iOS,25-34,女
U02287,2024-05-08,越南,自然搜索,Android,25-34,男
U02288,2024-06-07,印尼,社交媒体,Android,18-24,男
U02289,2023-07-23,泰国,自然搜索,iOS,35-44,女
U02290,2024-08-23,印尼,付费广告,Android,35-44,女
U02291,2024-04-15,越南,自然搜索,Android,18-24,男
U02292,2024-02-16,泰国,付费广告,iOS,35-44,女
U02293,2024-12-09,印尼,社交媒体,Android,35-44,女
U02294,2024-11-22,泰国,付费广告,Android,25-34,男
U02295,2024-09-10,泰国,内容营销,Android,25-34,女
U02296,2024-03-26,泰国,内容营销,iOS,25-34,女
U02297,2024-11-10,泰国,付费广告,Android,18-24,女
U02298,2023-02-05,泰国,自然搜索,iOS,35-44,女
U02299,2023-08-06,越南,KOL推荐,Android,25-34,女
U02300,2023-06-01,菲律宾,内容营销,Android,25-34,女
U02301,2024-04-18,印尼,KOL推荐,iOS,35-44,男
U02302,2023-03-07,印尼,自然搜索,iOS,18-24,男
U02303,2023-12-10,越南,内容营销,Android,18-24,女
U02304,2024-10-21,马来西亚,付费广告,iOS,18-24,女
U02305,2023-10-23,越南,社交媒体,Android,18-24,男
U02306,2023-09-27,泰国,内容营销,Android,18-24,男
U02307,2023-11-19,印尼,自然搜索,Android,45+,女
U02308,2023-08-28,泰国,内容营销,Android,18-24,男
U02309,2024-06-04,越南,付费广告,iOS,35-44,男
U02310,2023-02-13,印尼,内容营销,iOS,18-24,男
U02311,2024-11-14,菲律宾,付费广告,Android,25-34,女
U02312,2024-08-28,印尼,内容营销,Android,45+,男
U02313,2024-10-24,印尼,自然搜索,iOS,18-24,女
U02314,2024-03-13,马来西亚,社交媒体,Android,35-44,女
U02315,2023-06-20,泰国,付费广告,Android,45+,女
U02316,2023-06-01,越南,付费广告,iOS,25-34,男
U02317,2024-03-06,越南,自然搜索,Android,25-34,男
U02318,2024-03-15,越南,社交媒体,Android,35-44,男
U02319,2024-02-10,越南,自然搜索,iOS,35-44,女
U02320,2023-08-04,马来西亚,社交媒体,iOS,18-24,女
U02321,2024-10-06,印尼,付费广告,Android,25-34,男
U02322,2024-08-24,印尼,内容营销,Android,25-34,女
U02323,2024-09-28,越南,自然搜索,iOS,18-24,女
U02324,2024-05-23,菲律宾,自然搜索,iOS,35-44,男
U02325,2024-12-22,马来西亚,自然搜索,iOS,25-34,男
U02326,2023-07-12,菲律宾,付费广告,Android,25-34,女
U02327,2024-11-04,泰国,自然搜索,iOS,25-34,女
U02328,2024-02-04,印尼,付费广告,iOS,18-24,女
U02329,2024-04-28,泰国,内容营销,Android,18-24,男
U02330,2023-01-18,越南,社交媒体,Android,25-34,女
U02331,2024-07-21,泰国,社交媒体,Android,25-34,男
U02332,2023-10-25,印尼,自然搜索,iOS,18-24,男
U02333,2023-05-13,印尼,社交媒体,iOS,18-24,女
U02334,2023-06-23,泰国,自然搜索,iOS,25-34,男
U02335,2023-04-16,越南,KOL推荐,Android,35-44,女
U02336,2023-08-16,越南,付费广告,Android,35-44,男
U02337,2023-11-22,越南,付费广告,iOS,18-24,女
U02338,2023-01-22,泰国,付费广告,iOS,25-34,女
U02339,2024-06-04,越南,内容营销,Android,35-44,女
U02340,2023-11-20,菲律宾,自然搜索,Android,25-34,男
U02341,2023-10-16,泰国,社交媒体,Android,45+,女
U02342,2023-10-05,泰国,自然搜索,Android,45+,男
U02343,2024-06-22,越南,社交媒体,Android,18-24,女
U02344,2023-11-03,马来西亚,内容营销,Android,18-24,女
U02345,2023-09-15,印尼,付费广告,Android,18-24,男
U02346,2024-10-19,印尼,付费广告,Android,18-24,男
U02347,2024-07-05,越南,内容营销,Android,45+,女
U02348,2023-06-04,印尼,付费广告,Android,45+,女
U02349,2023-12-05,泰国,付费广告,iOS,18-24,男
U02350,2023-03-10,印尼,社交媒体,iOS,25-34,女
U02351,2024-01-04,马来西亚,社交媒体,Android,25-34,女
U02352,2024-12-08,印尼,自然搜索,Android,25-34,女
U02353,2023-01-20,菲律宾,KOL推荐,Android,25-34,男
U02354,2023-02-04,印尼,付费广告,iOS,45+,女
U02355,2024-09-01,泰国,自然搜索,Android,18-24,女
U02356,2024-09-07,马来西亚,KOL推荐,iOS,18-24,女
U02357,2023-05-23,泰国,付费广告,Android,18-24,女
U02358,2024-01-25,印尼,自然搜索,iOS,25-34,男
U02359,2024-01-08,泰国,社交媒体,iOS,25-34,男
U02360,2024-05-10,泰国,内容营销,iOS,25-34,男
U02361,2023-10-02,越南,内容营销,Android,25-34,男
U02362,2023-06-21,越南,内容营销,iOS,35-44,男
U02363,2023-01-18,印尼,内容营销,iOS,25-34,女
U02364,2023-03-26,印尼,自然搜索,iOS,25-34,女
U02365,2024-09-07,泰国,付费广告,iOS,35-44,男
U02366,2024-04-22,泰国,KOL推荐,Android,35-44,男
U02367,2023-03-06,印尼,付费广告,iOS,18-24,男
U02368,2023-04-16,越南,社交媒体,iOS,25-34,女
U02369,2023-03-04,印尼,社交媒体,Android,35-44,女
U02370,2023-11-24,印尼,付费广告,Android,18-24,男
U02371,2024-05-19,菲律宾,内容营销,Android,25-34,女
U02372,2023-08-28,印尼,付费广告,Android,25-34,男
U02373,2024-02-26,越南,付费广告,Android,18-24,男
U02374,2024-04-25,印尼,内容营销,iOS,18-24,男
U02375,2024-07-16,越南,付费广告,Android,25-34,女
U02376,2023-10-15,越南,自然搜索,Android,35-44,男
U02377,2023-04-28,菲律宾,付费广告,Android,35-44,男
U02378,2023-04-13,越南,KOL推荐,Android,45+,男
U02379,2023-12-15,菲律宾,KOL推荐,Android,18-24,男
U02380,2024-11-13,菲律宾,KOL推荐,iOS,18-24,女
U02381,2023-06-26,菲律宾,社交媒体,iOS,35-44,男
U02382,2024-02-03,马来西亚,付费广告,Android,25-34,女
U02383,2023-08-12,越南,内容营销,Android,25-34,男
U02384,2024-02-05,越南,内容营销,iOS,18-24,男
U02385,2023-02-10,印尼,自然搜索,Android,18-24,男
U02386,2023-03-23,越南,自然搜索,Android,25-34,男
U02387,2023-10-09,印尼,内容营销,iOS,18-24,男
U02388,2024-05-28,印尼,内容营销,Android,45+,男
U02389,2023-06-27,印尼,内容营销,Android,18-24,女
U02390,2023-09-23,越南,内容营销,iOS,45+,女
U02391,2023-03-07,泰国,付费广告,Android,35-44,女
U02392,2023-12-18,越南,社交媒体,iOS,25-34,男
U02393,2023-10-02,泰国,付费广告,Android,35-44,女
U02394,2024-05-03,菲律宾,自然搜索,iOS,35-44,男
U02395,2023-01-08,越南,社交媒体,Android,18-24,女
U02396,2024-01-11,泰国,付费广告,iOS,25-34,女
U02397,2023-08-20,泰国,社交媒体,iOS,25-34,女
U02398,2023-01-02,印尼,付费广告,Android,25-34,男
U02399,2024-06-18,印尼,付费广告,iOS,25-34,男
U02400,2023-09-07,越南,自然搜索,Android,25-34,男
U02401,2023-09-10,泰国,付费广告,Android,25-34,男
U02402,2023-02-05,越南,自然搜索,Android,25-34,男
U02403,2024-05-02,越南,自然搜索,Android,25-34,男
U02404,2024-08-10,印尼,内容营销,iOS,25-34,男
U02405,2023-01-12,印尼,自然搜索,iOS,35-44,男
U02406,2024-12-15,越南,付费广告,Android,25-34,男
U02407,2023-06-14,泰国,社交媒体,Android,35-44,女
U02408,2024-02-15,马来西亚,社交媒体,iOS,25-34,男
U02409,2023-01-25,越南,自然搜索,Android,25-34,男
U02410,2024-05-11,印尼,KOL推荐,Android,25-34,女
U02411,2024-03-20,泰国,KOL推荐,Android,18-24,女
U02412,2024-04-21,印尼,自然搜索,Android,45+,男
U02413,2023-09-12,泰国,付费广告,Android,18-24,女
U02414,2023-02-15,印尼,内容营销,Android,25-34,男
U02415,2023-09-28,马来西亚,KOL推荐,Android,18-24,男
U02416,2024-04-17,越南,社交媒体,iOS,18-24,男
U02417,2024-08-27,泰国,自然搜索,Android,35-44,男
U02418,2024-11-04,泰国,付费广告,Android,25-34,女
U02419,2023-08-07,越南,社交媒体,Android,35-44,男
U02420,2023-06-05,泰国,自然搜索,Android,18-24,男
U02421,2023-10-03,泰国,付费广告,iOS,18-24,女
U02422,2024-12-20,菲律宾,社交媒体,Android,18-24,男
U02423,2024-12-17,越南,付费广告,Android,25-34,女
U02424,2024-04-11,越南,KOL推荐,iOS,35-44,男
U02425,2024-01-18,马来西亚,KOL推荐,iOS,25-34,男
U02426,2024-02-02,泰国,付费广告,Android,25-34,男
U02427,2023-12-22,马来西亚,KOL推荐,iOS,45+,女
U02428,2024-09-26,越南,自然搜索,iOS,18-24,女
U02429,2023-10-07,菲律宾,KOL推荐,iOS,25-34,男
U02430,2023-02-25,印尼,自然搜索,Android,25-34,男
U02431,2024-06-17,菲律宾,自然搜索,Android,18-24,女
U02432,2024-04-02,马来西亚,社交媒体,iOS,18-24,女
U02433,2023-11-19,越南,付费广告,Android,18-24,女
U02434,2024-10-07,马来西亚,内容营销,Android,35-44,女
U02435,2024-10-17,越南,付费广告,iOS,25-34,女
U02436,2024-03-09,越南,付费广告,iOS,35-44,男
U02437,2023-12-08,越南,付费广告,Android,25-34,女
U02438,2023-02-17,印尼,付费广告,Android,25-34,女
U02439,2024-04-23,泰国,付费广告,Android,35-44,女
U02440,2024-04-03,印尼,社交媒体,iOS,45+,男
U02441,2024-07-16,印尼,KOL推荐,iOS,18-24,女
U02442,2023-11-26,菲律宾,内容营销,Android,25-34,女
U02443,2023-09-14,菲律宾,内容营销,iOS,35-44,女
U02444,2023-02-13,越南,付费广告,Android,45+,女
U02445,2023-05-20,越南,社交媒体,iOS,45+,女
U02446,2024-02-01,越南,付费广告,iOS,25-34,女
U02447,2023-06-22,泰国,社交媒体,iOS,18-24,男
U02448,2023-11-17,泰国,付费广告,iOS,18-24,男
U02449,2024-11-22,越南,内容营销,iOS,45+,女
U02450,2024-02-14,越南,社交媒体,iOS,25-34,女
U02451,2024-08-07,马来西亚,内容营销,Android,18-24,男
U02452,2024-07-26,印尼,KOL推荐,Android,45+,女
U02453,2024-10-06,越南,内容营销,iOS,18-24,男
U02454,2024-01-10,印尼,KOL推荐,Android,35-44,男
U02455,2024-10-19,泰国,付费广告,iOS,25-34,女
U02456,2023-10-05,越南,付费广告,iOS,18-24,女
U02457,2024-01-17,印尼,付费广告,Android,25-34,女
U02458,2024-10-23,印尼,自然搜索,Android,18-24,女
U02459,2023-05-21,越南,付费广告,Android,25-34,男
U02460,2024-10-07,马来西亚,付费广告,iOS,25-34,男
U02461,2024-08-07,菲律宾,付费广告,Android,18-24,女
U02462,2024-03-15,印尼,内容营销,Android,45+,女
U02463,2024-09-23,印尼,内容营销,iOS,25-34,男
U02464,2023-01-26,印尼,自然搜索,iOS,18-24,女
U02465,2023-12-02,泰国,付费广告,Android,18-24,女
U02466,2024-06-15,越南,付费广告,Android,18-24,女
U02467,2023-07-09,泰国,付费广告,iOS,45+,女
U02468,2024-11-28,印尼,KOL推荐,iOS,18-24,男
U02469,2024-10-03,印尼,付费广告,iOS,25-34,男
U02470,2024-09-10,泰国,社交媒体,Android,35-44,女
U02471,2023-02-25,马来西亚,内容营销,Android,25-34,女
U02472,2024-10-25,马来西亚,KOL推荐,iOS,25-34,男
U02473,2023-12-07,印尼,自然搜索,iOS,35-44,女
U02474,2023-05-04,印尼,社交媒体,Android,35-44,女
U02475,2023-01-15,菲律宾,付费广告,Android,18-24,男
U02476,2023-09-06,泰国,付费广告,Android,25-34,女
U02477,2024-02-02,菲律宾,自然搜索,iOS,45+,男
U02478,2023-12-23,泰国,付费广告,Android,25-34,男
U02479,2023-06-13,菲律宾,付费广告,Android,35-44,女
U02480,2023-04-22,越南,付费广告,iOS,45+,男
U02481,2024-04-11,菲律宾,社交媒体,Android,35-44,男
U02482,2023-06-05,马来西亚,KOL推荐,Android,18-24,女
U02483,2023-01-19,泰国,自然搜索,Android,18-24,女
U02484,2023-07-18,越南,自然搜索,Android,25-34,女
U02485,2023-10-10,马来西亚,KOL推荐,Android,18-24,男
U02486,2024-05-24,印尼,自然搜索,iOS,45+,男
U02487,2023-07-22,菲律宾,内容营销,iOS,25-34,女
U02488,2024-09-22,印尼,社交媒体,Android,25-34,男
U02489,2023-01-12,越南,付费广告,Android,35-44,女
U02490,2024-05-16,越南,自然搜索,Android,25-34,男
U02491,2024-08-15,泰国,自然搜索,iOS,25-34,女
U02492,2024-07-20,菲律宾,自然搜索,Android,18-24,男
U02493,2024-05-26,越南,自然搜索,Android,25-34,男
U02494,2023-04-04,印尼,社交媒体,Android,35-44,女
U02495,2023-03-08,印尼,自然搜索,Android,35-44,女
U02496,2024-11-09,印尼,付费广告,Android,25-34,男
U02497,2023-02-26,菲律宾,社交媒体,iOS,18-24,女
U02498,2024-07-22,马来西亚,付费广告,iOS,35-44,女
U02499,2024-06-16,越南,自然搜索,iOS,45+,男
U02500,2024-06-26,菲律宾,自然搜索,Android,25-34,男
U02501,2024-06-12,菲律宾,自然搜索,iOS,35-44,男
U02502,2023-02-21,印尼,社交媒体,Android,25-34,女
U02503,2023-01-23,马来西亚,付费广告,iOS,25-34,女
U02504,2024-04-17,泰国,KOL推荐,Android,35-44,女
U02505,2023-01-21,泰国,付费广告,Android,18-24,女
U02506,2024-11-03,菲律宾,付费广告,Android,25-34,女
U02507,2024-11-25,越南,付费广告,Android,18-24,女
U02508,2024-08-16,菲律宾,社交媒体,iOS,25-34,女
U02509,2024-09-14,菲律宾,付费广告,iOS,25-34,男
U02510,2024-04-24,泰国,自然搜索,Android,18-24,男
U02511,2023-09-21,菲律宾,社交媒体,Android,25-34,女
U02512,2024-09-02,越南,付费广告,Android,18-24,女
U02513,2024-01-22,印尼,付费广告,Android,35-44,男
U02514,2023-05-21,印尼,社交媒体,Android,18-24,女
U02515,2024-08-17,马来西亚,付费广告,iOS,35-44,女
U02516,2023-06-17,泰国,社交媒体,Android,25-34,女
U02517,2023-02-07,印尼,付费广告,iOS,45+,女
U02518,2024-05-24,印尼,社交媒体,iOS,45+,女
U02519,2023-08-23,印尼,社交媒体,iOS,18-24,男
U02520,2024-11-01,印尼,付费广告,iOS,18-24,男
U02521,2024-07-25,泰国,社交媒体,iOS,35-44,女
U02522,2023-05-05,越南,内容营销,Android,25-34,女
U02523,2024-11-27,越南,付费广告,Android,18-24,男
U02524,2024-12-22,菲律宾,付费广告,iOS,18-24,女
U02525,2024-09-01,越南,KOL推荐,Android,25-34,男
U02526,2023-10-10,泰国,社交媒体,iOS,45+,女
U02527,2024-10-03,马来西亚,自然搜索,iOS,45+,女
U02528,2023-12-26,泰国,内容营销,Android,18-24,男
U02529,2023-12-07,马来西亚,自然搜索,Android,25-34,男
U02530,2024-04-20,印尼,社交媒体,iOS,18-24,女
U02531,2023-03-28,菲律宾,KOL推荐,iOS,25-34,男
U02532,2023-07-22,越南,内容营销,Android,35-44,男
U02533,2024-02-27,泰国,自然搜索,iOS,35-44,女
U02534,2023-04-10,印尼,社交媒体,Android,25-34,男
U02535,2024-12-02,菲律宾,付费广告,Android,18-24,女
U02536,2024-10-16,印尼,付费广告,iOS,25-34,男
U02537,2023-03-15,泰国,自然搜索,Android,45+,女
U02538,2023-08-16,菲律宾,社交媒体,iOS,18-24,男
U02539,2023-11-24,菲律宾,付费广告,Android,25-34,女
U02540,2023-11-11,印尼,自然搜索,Android,35-44,女
U02541,2023-01-02,菲律宾,社交媒体,Android,35-44,男
U02542,2024-08-01,菲律宾,社交媒体,Android,45+,女
U02543,2024-07-20,印尼,KOL推荐,Android,25-34,男
U02544,2023-10-19,泰国,内容营销,iOS,25-34,女
U02545,2024-09-11,印尼,付费广告,Android,25-34,女
U02546,2023-12-10,泰国,内容营销,Android,45+,女
U02547,2023-07-24,越南,内容营销,iOS,35-44,女
U02548,2023-08-11,越南,付费广告,Android,35-44,男
U02549,2024-06-16,泰国,自然搜索,iOS,18-24,男
U02550,2023-01-06,越南,付费广告,Android,35-44,男
U02551,2024-05-22,泰国,付费广告,Android,25-34,女
U02552,2024-01-23,菲律宾,社交媒体,Android,18-24,女
U02553,2023-10-10,马来西亚,社交媒体,Android,18-24,男
U02554,2023-01-07,泰国,社交媒体,iOS,35-44,男
U02555,2024-08-09,马来西亚,付费广告,Android,25-34,男
