user_id,event_type,event_date,page_id,duration_seconds
U02449,app_open,2024-11-22,page_043,29
U02449,browse,2024-11-22,page_007,246
U02449,share,2024-12-13,page_026,14
U02450,register,2024-02-14,page_093,8
U02450,app_open,2024-02-14,page_079,37
U02450,browse,2024-02-14,page_072,30
U02450,add_to_cart,2024-02-14,page_036,56
U02450,share,2024-03-05,page_021,15
U02451,register,2024-08-07,page_052,23
U02451,app_open,2024-08-07,page_027,34
U02451,browse,2024-08-07,page_051,33
U02451,add_to_cart,2024-08-07,page_091,33
U02452,register,2024-07-26,page_067,9
U02452,app_open,2024-07-26,page_005,56
U02452,share,2024-07-31,page_016,11
U02453,register,2024-10-06,page_031,18
U02453,app_open,2024-10-06,page_097,46
U02453,share,2024-10-24,page_078,12
U02454,register,2024-01-10,page_098,5
U02454,app_open,2024-01-10,page_002,50
U02454,browse,2024-01-10,page_014,172
U02454,add_to_cart,2024-01-10,page_051,74
U02455,register,2024-10-19,page_014,16
U02455,app_open,2024-10-19,page_088,37
U02455,browse,2024-10-19,page_018,159
U02455,add_to_cart,2024-10-19,page_092,44
U02456,register,2023-10-05,page_089,23
U02456,app_open,2023-10-05,page_051,23
U02456,browse,2023-10-05,page_082,134
U02457,register,2024-01-17,page_011,8
U02457,app_open,2024-01-17,page_051,29
U02457,browse,2024-01-17,page_071,76
U02457,add_to_cart,2024-01-17,page_093,37
U02458,register,2024-10-23,page_081,27
U02458,app_open,2024-10-23,page_086,30
U02459,register,2023-05-21,page_023,18
U02459,app_open,2023-05-21,page_093,37
U02460,register,2024-10-07,page_049,10
U02460,app_open,2024-10-07,page_044,53
U02460,browse,2024-10-07,page_025,291
U02461,register,2024-08-07,page_010,17
U02461,app_open,2024-08-07,page_071,34
U02461,browse,2024-08-07,page_079,128
U02461,share,2024-08-14,page_048,24
U02462,register,2024-03-15,page_099,15
U02462,app_open,2024-03-15,page_075,50
U02462,browse,2024-03-15,page_061,244
U02463,register,2024-09-23,page_064,7
U02463,app_open,2024-09-23,page_044,59
U02463,browse,2024-09-23,page_015,53
U02463,share,2024-10-09,page_066,16
U02464,register,2023-01-26,page_038,17
U02464,app_open,2023-01-26,page_071,23
U02464,browse,2023-01-26,page_049,294
U02465,register,2023-12-02,page_015,25
U02465,app_open,2023-12-02,page_009,46
U02465,browse,2023-12-02,page_054,172
U02465,add_to_cart,2023-12-02,page_022,46
U02466,register,2024-06-15,page_063,25
U02467,register,2023-07-09,page_028,23
U02467,app_open,2023-07-09,page_039,20
U02468,register,2024-11-28,page_036,27
U02468,app_open,2024-11-28,page_026,35
U02468,browse,2024-11-28,page_062,87
U02469,register,2024-10-03,page_074,17
U02469,app_open,2024-10-03,page_090,40
U02470,register,2024-09-10,page_066,10
U02470,app_open,2024-09-10,page_045,16
U02471,register,2023-02-25,page_040,10
U02471,app_open,2023-02-25,page_042,26
U02471,browse,2023-02-25,page_021,66
U02471,add_to_cart,2023-02-25,page_069,109
U02472,register,2024-10-25,page_052,26
U02472,app_open,2024-10-25,page_025,18
U02472,browse,2024-10-25,page_047,35
U02473,register,2023-12-07,page_056,16
U02473,app_open,2023-12-07,page_007,43
U02473,browse,2023-12-07,page_072,125
U02474,register,2023-05-04,page_028,20
U02474,app_open,2023-05-04,page_095,19
U02475,register,2023-01-15,page_062,17
U02475,app_open,2023-01-15,page_047,39
U02476,register,2023-09-06,page_002,13
U02476,app_open,2023-09-06,page_008,26
U02477,register,2024-02-02,page_082,7
U02477,app_open,2024-02-02,page_094,49
U02478,register,2023-12-23,page_006,26
U02478,app_open,2023-12-23,page_057,49
U02478,browse,2023-12-23,page_039,270
U02478,add_to_cart,2023-12-23,page_032,93
U02479,register,2023-06-13,page_028,6
U02479,app_open,2023-06-13,page_034,21
U02479,browse,2023-06-13,page_039,71
U02479,add_to_cart,2023-06-13,page_097,81
U02480,register,2023-04-22,page_023,23
U02480,app_open,2023-04-22,page_094,52
U02480,browse,2023-04-22,page_001,298
U02480,add_to_cart,2023-04-22,page_021,28
U02481,register,2024-04-11,page_059,18
U02481,app_open,2024-04-11,page_022,24
U02481,browse,2024-04-11,page_030,189
U02481,add_to_cart,2024-04-11,page_047,18
U02482,register,2023-06-05,page_086,5
U02482,app_open,2023-06-05,page_055,18
U02482,browse,2023-06-05,page_054,215
U02482,add_to_cart,2023-06-05,page_003,75
U02483,register,2023-01-19,page_060,29
U02483,app_open,2023-01-19,page_025,17
U02483,browse,2023-01-19,page_036,116
U02484,register,2023-07-18,page_007,26
U02485,register,2023-10-10,page_040,24
U02485,app_open,2023-10-10,page_089,28
U02486,register,2024-05-24,page_064,20
U02487,register,2023-07-22,page_014,22
U02487,app_open,2023-07-22,page_088,45
U02487,browse,2023-07-22,page_068,249
U02488,register,2024-09-22,page_052,18
U02488,app_open,2024-09-22,page_065,21
U02488,browse,2024-09-22,page_021,122
U02488,add_to_cart,2024-09-22,page_075,42
U02489,register,2023-01-12,page_057,10
U02489,app_open,2023-01-12,page_008,37
U02489,browse,2023-01-12,page_035,114
U02489,add_to_cart,2023-01-12,page_050,56
U02490,register,2024-05-16,page_075,18
U02490,app_open,2024-05-16,page_086,13
U02491,register,2024-08-15,page_070,13
U02491,app_open,2024-08-15,page_064,42
U02491,browse,2024-08-15,page_085,90
U02492,register,2024-07-20,page_077,11
U02492,app_open,2024-07-20,page_020,24
U02492,browse,2024-07-20,page_091,81
U02493,register,2024-05-26,page_033,23
U02493,app_open,2024-05-26,page_001,15
U02493,browse,2024-05-26,page_042,276
U02493,add_to_cart,2024-05-26,page_042,24
U02493,share,2024-05-31,page_054,28
U02494,register,2023-04-04,page_001,16
U02494,app_open,2023-04-04,page_060,22
U02494,browse,2023-04-04,page_052,261
U02495,register,2023-03-08,page_018,5
U02495,app_open,2023-03-08,page_032,19
U02495,browse,2023-03-08,page_004,97
U02495,add_to_cart,2023-03-08,page_011,42
U02496,register,2024-11-09,page_059,24
U02496,app_open,2024-11-09,page_090,42
U02496,browse,2024-11-09,page_079,207
U02497,register,2023-02-26,page_041,7
U02497,app_open,2023-02-26,page_038,50
U02497,share,2023-03-15,page_092,12
U02498,register,2024-07-22,page_020,8
U02498,app_open,2024-07-22,page_096,36
U02499,register,2024-06-16,page_033,20
U02499,app_open,2024-06-16,page_085,58
U02499,browse,2024-06-16,page_004,207
U02500,register,2024-06-26,page_097,21
U02500,app_open,2024-06-26,page_068,18
U02501,register,2024-06-12,page_088,14
U02501,app_open,2024-06-12,page_093,41
U02501,share,2024-06-22,page_020,27
U02502,register,2023-02-21,page_004,15
U02502,app_open,2023-02-21,page_041,47
U02502,browse,2023-02-21,page_064,171
U02502,add_to_cart,2023-02-21,page_021,96
U02502,share,2023-02-24,page_094,11
U02503,register,2023-01-23,page_001,11
U02503,app_open,2023-01-23,page_088,42
U02503,browse,2023-01-23,page_009,50
U02504,register,2024-04-17,page_068,18
U02504,app_open,2024-04-17,page_091,15
U02505,register,2023-01-21,page_094,20
U02505,app_open,2023-01-21,page_043,46
U02505,browse,2023-01-21,page_009,47
U02505,add_to_cart,2023-01-21,page_042,28
U02506,register,2024-11-03,page_049,24
U02506,app_open,2024-11-03,page_037,13
U02506,browse,2024-11-03,page_095,202
U02506,add_to_cart,2024-11-03,page_049,63
U02507,register,2024-11-25,page_073,5
U02507,app_open,2024-11-25,page_026,40
U02507,browse,2024-11-25,page_017,267
U02507,add_to_cart,2024-11-25,page_061,66
U02507,share,2024-12-19,page_038,17
U02508,register,2024-08-16,page_004,12
U02508,app_open,2024-08-16,page_033,32
U02508,browse,2024-08-16,page_044,180
U02509,register,2024-09-14,page_084,15
U02509,app_open,2024-09-14,page_040,21
U02510,register,2024-04-24,page_045,19
U02510,app_open,2024-04-24,page_011,45
U02511,register,2023-09-21,page_001,8
U02511,app_open,2023-09-21,page_095,54
U02511,browse,2023-09-21,page_081,92
U02511,add_to_cart,2023-09-21,page_063,119
U02512,register,2024-09-02,page_025,24
U02512,app_open,2024-09-02,page_091,31
U02512,browse,2024-09-02,page_054,237
U02512,add_to_cart,2024-09-02,page_026,98
U02513,register,2024-01-22,page_072,28
U02513,app_open,2024-01-22,page_052,17
U02513,browse,2024-01-22,page_025,138
U02513,add_to_cart,2024-01-22,page_058,103
U02514,register,2023-05-21,page_029,5
U02515,register,2024-08-17,page_073,11
U02515,app_open,2024-08-17,page_087,16
U02515,browse,2024-08-17,page_093,189
U02515,add_to_cart,2024-08-17,page_038,110
U02516,register,2023-06-17,page_009,14
U02516,app_open,2023-06-17,page_008,43
U02516,browse,2023-06-17,page_083,183
U02516,add_to_cart,2023-06-17,page_013,41
U02516,share,2023-06-23,page_057,20
U02517,register,2023-02-07,page_015,6
U02517,app_open,2023-02-07,page_066,23
U02517,share,2023-02-08,page_054,6
U02518,register,2024-05-24,page_042,13
U02518,app_open,2024-05-24,page_097,54
U02519,register,2023-08-23,page_052,18
U02519,app_open,2023-08-23,page_009,22
U02519,browse,2023-08-23,page_091,225
U02519,add_to_cart,2023-08-23,page_099,102
U02519,share,2023-09-19,page_054,9
U02520,register,2024-11-01,page_061,9
U02520,app_open,2024-11-01,page_022,52
U02520,browse,2024-11-01,page_056,42
U02520,add_to_cart,2024-11-01,page_044,59
U02521,register,2024-07-25,page_025,27
U02522,register,2023-05-05,page_028,18
U02522,app_open,2023-05-05,page_012,28
U02522,browse,2023-05-05,page_001,165
U02522,add_to_cart,2023-05-05,page_038,69
U02523,register,2024-11-27,page_037,17
U02523,app_open,2024-11-27,page_033,42
U02523,browse,2024-11-27,page_073,124
U02524,register,2024-12-22,page_003,20
U02524,app_open,2024-12-22,page_089,39
U02524,browse,2024-12-22,page_018,92
U02525,register,2024-09-01,page_024,19
U02525,app_open,2024-09-01,page_054,33
U02525,browse,2024-09-01,page_025,256
U02525,add_to_cart,2024-09-01,page_093,19
U02525,share,2024-09-21,page_080,29
U02526,register,2023-10-10,page_061,5
U02527,register,2024-10-03,page_004,6
U02527,app_open,2024-10-03,page_049,52
U02528,register,2023-12-26,page_047,7
U02528,app_open,2023-12-26,page_067,12
U02528,browse,2023-12-26,page_029,132
U02529,register,2023-12-07,page_071,12
U02529,app_open,2023-12-07,page_091,14
U02530,register,2024-04-20,page_044,6
U02530,app_open,2024-04-20,page_012,39
U02530,browse,2024-04-20,page_034,68
U02531,register,2023-03-28,page_098,6
U02531,app_open,2023-03-28,page_057,53
U02531,browse,2023-03-28,page_001,265
U02531,add_to_cart,2023-03-28,page_078,19
U02532,register,2023-07-22,page_086,17
U02532,app_open,2023-07-22,page_013,33
U02532,browse,2023-07-22,page_039,224
U02533,register,2024-02-27,page_039,24
U02533,app_open,2024-02-27,page_075,43
U02533,browse,2024-02-27,page_040,88
U02534,register,2023-04-10,page_066,23
U02534,app_open,2023-04-10,page_087,36
U02534,browse,2023-04-10,page_024,276
U02535,register,2024-12-02,page_031,14
U02536,register,2024-10-16,page_030,27
U02536,app_open,2024-10-16,page_079,51
U02537,register,2023-03-15,page_034,8
U02537,app_open,2023-03-15,page_037,29
U02538,register,2023-08-16,page_047,9
U02539,register,2023-11-24,page_026,29
U02539,app_open,2023-11-24,page_050,57
U02539,browse,2023-11-24,page_047,208
U02539,add_to_cart,2023-11-24,page_071,36
U02540,register,2023-11-11,page_015,18
U02540,app_open,2023-11-11,page_001,12
U02540,browse,2023-11-11,page_057,259
U02541,register,2023-01-02,page_086,20
U02541,app_open,2023-01-02,page_056,23
U02541,browse,2023-01-02,page_026,150
U02542,register,2024-08-01,page_022,22
U02542,app_open,2024-08-01,page_093,17
U02542,browse,2024-08-01,page_071,115
U02542,add_to_cart,2024-08-01,page_079,63
U02543,register,2024-07-20,page_049,27
U02543,app_open,2024-07-20,page_002,54
U02543,browse,2024-07-20,page_018,79
U02544,register,2023-10-19,page_048,12
U02545,register,2024-09-11,page_001,21
U02545,app_open,2024-09-11,page_026,37
U02545,browse,2024-09-11,page_014,162
U02546,register,2023-12-10,page_055,25
U02546,app_open,2023-12-10,page_014,24
U02546,browse,2023-12-10,page_092,276
U02547,register,2023-07-24,page_041,27
U02547,app_open,2023-07-24,page_066,47
U02547,browse,2023-07-24,page_053,288
U02548,register,2023-08-11,page_051,19
U02548,app_open,2023-08-11,page_091,34
U02549,register,2024-06-16,page_021,12
U02549,app_open,2024-06-16,page_075,48
U02549,browse,2024-06-16,page_051,178
U02550,register,2023-01-06,page_092,11
U02550,app_open,2023-01-06,page_031,37
U02550,browse,2023-01-06,page_087,269
U02550,add_to_cart,2023-01-06,page_092,94
U02550,share,2023-01-17,page_029,21
U02551,register,2024-05-22,page_072,22
U02551,app_open,2024-05-22,page_075,56
U02551,browse,2024-05-22,page_083,103
U02552,register,2024-01-23,page_022,12
U02553,register,2023-10-10,page_052,5
U02553,app_open,2023-10-10,page_055,38
U02553,browse,2023-10-10,page_052,244
U02554,register,2023-01-07,page_080,23
U02554,app_open,2023-01-07,page_025,13
U02554,browse,2023-01-07,page_065,118
U02554,add_to_cart,2023-01-07,page_001,92
U02555,register,2024-08-09,page_040,5
U02555,app_open,2024-08-09,page_057,13
U02555,browse,2024-08-09,page_003,66
U02555,add_to_cart,2024-08-09,page_064,59
U02555,share,2024-08-21,page_065,29
U02556,register,2023-11-20,page_045,8
U02556,app_open,2023-11-20,page_085,22
U02557,register,2023-02-01,page_056,9
U02557,app_open,2023-02-01,page_014,37
U02557,browse,2023-02-01,page_032,272
U02557,add_to_cart,2023-02-01,page_064,99
U02558,register,2024-11-12,page_042,15
U02558,app_open,2024-11-12,page_048,19
U02558,browse,2024-11-12,page_026,267
U02558,add_to_cart,2024-11-12,page_045,54
U02559,register,2023-07-19,page_080,24
U02559,app_open,2023-07-19,page_027,27
U02559,browse,2023-07-19,page_059,91
U02559,add_to_cart,2023-07-19,page_087,32
U02559,share,2023-07-20,page_036,26
U02560,register,2023-05-26,page_042,26
U02561,register,2023-12-14,page_077,9
U02562,register,2023-07-08,page_039,14
U02562,app_open,2023-07-08,page_079,51
U02562,browse,2023-07-08,page_011,150
U02563,register,2024-02-12,page_095,10
U02563,app_open,2024-02-12,page_014,51
U02563,share,2024-02-16,page_017,5
U02564,register,2023-09-10,page_021,16
U02564,app_open,2023-09-10,page_040,58
U02564,browse,2023-09-10,page_047,200
U02564,share,2023-10-02,page_083,12
U02565,register,2023-10-01,page_089,21
U02565,app_open,2023-10-01,page_032,51
U02565,browse,2023-10-01,page_004,30
U02565,add_to_cart,2023-10-01,page_093,18
U02565,share,2023-10-28,page_053,19
U02566,register,2024-10-06,page_048,17
U02567,register,2024-02-23,page_037,10
U02567,app_open,2024-02-23,page_095,24
U02567,browse,2024-02-23,page_060,186
U02567,add_to_cart,2024-02-23,page_091,118
U02568,register,2023-09-23,page_054,8
U02568,app_open,2023-09-23,page_043,22
U02568,browse,2023-09-23,page_016,97
U02569,register,2024-11-27,page_095,16
U02569,app_open,2024-11-27,page_057,37
U02569,browse,2024-11-27,page_032,199
U02569,add_to_cart,2024-11-27,page_087,64
U02569,share,2024-12-21,page_083,13
U02570,register,2023-12-19,page_005,12
U02570,app_open,2023-12-19,page_049,30
U02570,browse,2023-12-19,page_097,126
U02571,register,2024-08-22,page_085,25
U02572,register,2024-11-28,page_082,12
U02572,app_open,2024-11-28,page_050,48
U02572,browse,2024-11-28,page_027,177
U02573,register,2023-12-25,page_009,21
U02573,app_open,2023-12-25,page_081,53
U02574,register,2024-01-26,page_087,8
U02574,app_open,2024-01-26,page_016,29
U02575,register,2023-03-11,page_009,20
U02576,register,2023-02-18,page_084,26
U02576,app_open,2023-02-18,page_008,18
U02576,browse,2023-02-18,page_069,109
U02577,register,2024-06-25,page_055,20
U02577,app_open,2024-06-25,page_057,12
U02577,browse,2024-06-25,page_012,299
U02578,register,2024-12-25,page_018,6
U02578,app_open,2024-12-25,page_001,56
U02578,browse,2024-12-25,page_090,37
U02578,add_to_cart,2024-12-25,page_023,45
U02579,register,2023-09-01,page_086,22
U02579,app_open,2023-09-01,page_072,50
U02580,register,2024-04-25,page_081,23
U02580,app_open,2024-04-25,page_074,29
U02580,browse,2024-04-25,page_080,76
U02580,add_to_cart,2024-04-25,page_090,44
U02580,share,2024-05-14,page_052,25
U02581,register,2023-01-21,page_083,19
U02581,app_open,2023-01-21,page_043,52
U02581,share,2023-02-13,page_046,8
U02582,register,2024-08-24,page_034,16
U02582,app_open,2024-08-24,page_086,39
U02582,browse,2024-08-24,page_073,234
U02583,register,2023-05-28,page_027,14
U02583,app_open,2023-05-28,page_088,45
U02583,browse,2023-05-28,page_086,87
U02584,register,2024-05-08,page_005,11
U02584,app_open,2024-05-08,page_070,15
U02584,browse,2024-05-08,page_034,37
U02585,register,2023-06-01,page_085,9
U02585,app_open,2023-06-01,page_092,44
U02585,browse,2023-06-01,page_092,30
U02586,register,2024-01-18,page_066,16
U02586,app_open,2024-01-18,page_060,10
U02586,browse,2024-01-18,page_092,97
U02586,add_to_cart,2024-01-18,page_035,70
U02587,register,2023-04-15,page_085,22
U02587,app_open,2023-04-15,page_089,59
U02587,browse,2023-04-15,page_036,220
U02587,add_to_cart,2023-04-15,page_008,114
U02587,share,2023-04-18,page_099,19
U02588,register,2024-02-16,page_020,27
U02588,app_open,2024-02-16,page_044,14
U02588,browse,2024-02-16,page_046,211
U02589,register,2023-05-01,page_093,20
U02590,register,2024-11-04,page_008,27
U02590,app_open,2024-11-04,page_094,29
U02590,browse,2024-11-04,page_085,125
U02590,add_to_cart,2024-11-04,page_046,47
U02591,register,2024-05-28,page_027,9
U02591,app_open,2024-05-28,page_037,54
U02591,browse,2024-05-28,page_015,149
U02591,add_to_cart,2024-05-28,page_056,78
U02592,register,2023-06-25,page_035,26
U02592,app_open,2023-06-25,page_035,28
U02592,browse,2023-06-25,page_024,141
U02592,share,2023-07-18,page_013,17
U02593,register,2023-04-07,page_041,27
U02593,app_open,2023-04-07,page_004,43
U02593,browse,2023-04-07,page_039,252
U02593,add_to_cart,2023-04-07,page_086,70
U02594,register,2023-01-10,page_050,28
U02594,app_open,2023-01-10,page_058,23
U02595,register,2024-01-09,page_009,26
U02595,app_open,2024-01-09,page_015,10
U02595,browse,2024-01-09,page_002,40
U02595,add_to_cart,2024-01-09,page_043,66
U02596,register,2024-02-01,page_009,7
U02596,app_open,2024-02-01,page_082,25
U02596,browse,2024-02-01,page_087,54
U02597,register,2023-09-06,page_037,9
U02597,app_open,2023-09-06,page_037,51
U02597,browse,2023-09-06,page_051,60
U02598,register,2023-10-11,page_045,27
U02598,app_open,2023-10-11,page_046,23
U02598,browse,2023-10-11,page_031,298
U02598,add_to_cart,2023-10-11,page_078,97
U02598,share,2023-10-31,page_032,25
U02599,register,2023-07-20,page_098,20
U02599,app_open,2023-07-20,page_018,19
U02599,browse,2023-07-20,page_068,43
U02600,register,2024-10-12,page_046,24
U02600,app_open,2024-10-12,page_096,29
U02600,browse,2024-10-12,page_061,241
U02600,share,2024-10-30,page_018,12
U02601,register,2024-10-12,page_047,28
U02601,app_open,2024-10-12,page_017,44
U02601,browse,2024-10-12,page_065,199
U02601,add_to_cart,2024-10-12,page_075,21
U02602,register,2024-02-10,page_091,22
U02602,app_open,2024-02-10,page_048,45
U02602,share,2024-02-25,page_091,27
U02603,register,2024-04-22,page_093,20
U02603,app_open,2024-04-22,page_018,54
U02604,register,2023-04-23,page_091,15
U02604,app_open,2023-04-23,page_038,25
U02604,browse,2023-04-23,page_060,66
U02605,register,2024-02-02,page_082,16
U02605,app_open,2024-02-02,page_064,56
U02605,browse,2024-02-02,page_042,87
U02605,add_to_cart,2024-02-02,page_066,68
U02606,register,2023-02-11,page_044,25
U02606,app_open,2023-02-11,page_055,56
U02606,browse,2023-02-11,page_064,251
U02607,register,2023-11-06,page_007,23
U02607,app_open,2023-11-06,page_025,28
U02607,browse,2023-11-06,page_044,176
U02607,add_to_cart,2023-11-06,page_025,76
U02607,share,2023-11-25,page_071,16
U02608,register,2023-03-23,page_058,23
U02608,app_open,2023-03-23,page_007,39
U02608,browse,2023-03-23,page_006,279
U02609,register,2023-09-28,page_025,29
U02609,app_open,2023-09-28,page_015,48
U02610,register,2023-03-01,page_015,24
U02610,app_open,2023-03-01,page_016,37
U02610,browse,2023-03-01,page_092,126
U02611,register,2023-02-15,page_006,18
U02611,app_open,2023-02-15,page_083,20
U02611,browse,2023-02-15,page_046,42
U02611,add_to_cart,2023-02-15,page_036,24
U02612,register,2023-11-08,page_048,24
U02612,app_open,2023-11-08,page_037,10
U02612,browse,2023-11-08,page_089,126
U02612,add_to_cart,2023-11-08,page_039,48
U02613,register,2024-04-23,page_097,18
U02613,app_open,2024-04-23,page_080,24
U02613,browse,2024-04-23,page_065,238
U02613,add_to_cart,2024-04-23,page_036,21
U02614,register,2024-05-03,page_013,5
U02614,app_open,2024-05-03,page_037,29
U02614,browse,2024-05-03,page_029,280
U02614,add_to_cart,2024-05-03,page_089,39
U02615,register,2023-08-07,page_052,20
U02615,app_open,2023-08-07,page_061,49
U02616,register,2024-09-03,page_040,26
U02616,app_open,2024-09-03,page_090,32
U02616,browse,2024-09-03,page_088,224
U02616,share,2024-09-17,page_053,23
U02617,register,2023-07-05,page_084,10
U02617,app_open,2023-07-05,page_030,49
U02618,register,2023-01-05,page_004,24
U02618,app_open,2023-01-05,page_004,47
U02619,register,2023-03-18,page_015,10
U02619,app_open,2023-03-18,page_038,40
U02620,register,2024-07-10,page_048,22
U02620,app_open,2024-07-10,page_064,17
U02621,register,2023-04-13,page_027,28
U02621,app_open,2023-04-13,page_011,21
U02622,register,2023-01-04,page_015,10
U02622,app_open,2023-01-04,page_025,44
U02622,browse,2023-01-04,page_072,134
U02623,register,2023-09-17,page_050,19
U02623,app_open,2023-09-17,page_087,11
U02624,register,2023-11-07,page_072,7
U02624,app_open,2023-11-07,page_065,11
U02624,browse,2023-11-07,page_081,155
U02624,add_to_cart,2023-11-07,page_069,98
U02624,share,2023-11-15,page_071,19
U02625,register,2024-12-25,page_021,21
U02626,register,2023-07-13,page_062,25
U02626,app_open,2023-07-13,page_099,56
U02626,browse,2023-07-13,page_042,204
U02626,add_to_cart,2023-07-13,page_053,79
U02627,register,2024-07-17,page_058,14
U02627,app_open,2024-07-17,page_021,48
U02627,browse,2024-07-17,page_076,222
U02628,register,2024-06-26,page_053,16
U02628,app_open,2024-06-26,page_005,14
U02628,browse,2024-06-26,page_060,146
U02628,add_to_cart,2024-06-26,page_072,80
U02629,register,2024-01-17,page_065,21
U02629,app_open,2024-01-17,page_028,47
U02629,browse,2024-01-17,page_035,137
U02629,add_to_cart,2024-01-17,page_073,57
U02630,register,2024-06-25,page_066,27
U02631,register,2024-09-20,page_024,28
U02631,app_open,2024-09-20,page_018,44
U02631,share,2024-10-08,page_035,19
U02632,register,2023-02-19,page_004,6
U02632,app_open,2023-02-19,page_067,56
U02632,browse,2023-02-19,page_041,107
U02633,register,2024-03-09,page_058,13
U02633,app_open,2024-03-09,page_077,51
U02633,browse,2024-03-09,page_017,245
U02633,share,2024-03-15,page_055,22
U02634,register,2024-02-19,page_013,24
U02634,app_open,2024-02-19,page_076,20
U02634,browse,2024-02-19,page_012,203
U02634,share,2024-03-16,page_054,14
U02635,register,2023-08-12,page_026,24
U02635,app_open,2023-08-12,page_026,16
U02635,browse,2023-08-12,page_019,165
U02635,add_to_cart,2023-08-12,page_049,28
U02636,register,2024-05-12,page_013,21
U02636,app_open,2024-05-12,page_003,30
U02637,register,2024-03-05,page_042,18
U02637,app_open,2024-03-05,page_073,13
U02638,register,2023-02-20,page_049,10
U02638,app_open,2023-02-20,page_020,29
U02639,register,2024-06-03,page_086,22
U02639,app_open,2024-06-03,page_045,35
U02639,browse,2024-06-03,page_035,49
U02640,register,2023-05-02,page_061,20
U02640,app_open,2023-05-02,page_052,55
U02641,register,2023-09-24,page_071,6
U02641,app_open,2023-09-24,page_032,11
U02641,browse,2023-09-24,page_011,173
U02642,register,2023-05-27,page_050,15
U02642,app_open,2023-05-27,page_056,28
U02643,register,2024-05-21,page_057,15
U02643,app_open,2024-05-21,page_052,53
U02643,browse,2024-05-21,page_002,148
U02643,share,2024-06-03,page_088,17
U02644,register,2024-08-15,page_095,15
U02644,app_open,2024-08-15,page_086,32
U02645,register,2024-01-09,page_046,25
U02645,app_open,2024-01-09,page_025,11
U02645,browse,2024-01-09,page_077,147
U02646,register,2023-02-23,page_038,19
U02646,app_open,2023-02-23,page_011,10
U02646,browse,2023-02-23,page_039,194
U02647,register,2023-02-11,page_066,7
U02647,app_open,2023-02-11,page_054,54
U02647,browse,2023-02-11,page_030,243
U02647,add_to_cart,2023-02-11,page_055,106
U02648,register,2023-03-03,page_018,6
U02648,app_open,2023-03-03,page_009,54
U02649,register,2023-10-24,page_002,22
U02649,app_open,2023-10-24,page_049,15
U02649,browse,2023-10-24,page_099,228
U02650,register,2023-02-01,page_014,15
U02650,app_open,2023-02-01,page_047,35
U02650,browse,2023-02-01,page_095,293
U02651,register,2023-06-06,page_047,8
U02651,app_open,2023-06-06,page_027,46
U02651,browse,2023-06-06,page_074,272
U02651,add_to_cart,2023-06-06,page_028,58
U02652,register,2023-11-16,page_082,28
U02652,app_open,2023-11-16,page_052,37
U02652,browse,2023-11-16,page_022,204
U02653,register,2023-01-05,page_009,28
U02653,app_open,2023-01-05,page_089,44
U02653,browse,2023-01-05,page_043,191
U02653,add_to_cart,2023-01-05,page_082,104
U02654,register,2023-10-21,page_072,9
U02654,app_open,2023-10-21,page_095,52
U02654,browse,2023-10-21,page_062,116
U02655,register,2024-11-06,page_045,6
U02655,app_open,2024-11-06,page_036,31
U02655,browse,2024-11-06,page_024,121
U02655,add_to_cart,2024-11-06,page_047,84
U02656,register,2023-11-26,page_076,19
U02656,app_open,2023-11-26,page_092,13
U02656,share,2023-12-08,page_009,9
U02657,register,2024-04-20,page_021,7
U02657,app_open,2024-04-20,page_012,36
U02657,browse,2024-04-20,page_074,108
U02658,register,2024-01-12,page_027,25
U02658,app_open,2024-01-12,page_043,16
U02658,browse,2024-01-12,page_007,147
U02659,register,2024-06-26,page_009,21
U02659,app_open,2024-06-26,page_031,14
U02659,browse,2024-06-26,page_072,254
U02659,add_to_cart,2024-06-26,page_036,98
U02660,register,2024-01-05,page_055,12
U02660,app_open,2024-01-05,page_010,35
U02660,share,2024-01-27,page_065,17
U02661,register,2024-01-25,page_040,20
U02661,app_open,2024-01-25,page_002,55
U02662,register,2024-01-19,page_090,29
U02662,app_open,2024-01-19,page_005,53
U02662,browse,2024-01-19,page_056,267
U02662,add_to_cart,2024-01-19,page_040,56
U02663,register,2024-07-13,page_014,5
U02664,register,2023-11-16,page_062,20
U02664,app_open,2023-11-16,page_031,27
U02664,browse,2023-11-16,page_013,127
U02665,register,2024-11-14,page_015,9
U02665,app_open,2024-11-14,page_095,13
U02666,register,2023-10-02,page_095,21
U02666,app_open,2023-10-02,page_069,21
U02666,browse,2023-10-02,page_028,240
U02666,add_to_cart,2023-10-02,page_014,18
U02666,share,2023-10-29,page_093,9
U02667,register,2023-08-23,page_065,29
U02667,app_open,2023-08-23,page_079,46
U02668,register,2023-08-26,page_050,8
U02668,app_open,2023-08-26,page_053,23
U02668,share,2023-08-27,page_016,12
U02669,register,2024-10-21,page_059,18
U02669,app_open,2024-10-21,page_015,10
U02669,browse,2024-10-21,page_001,91
U02670,register,2024-08-14,page_061,27
U02670,app_open,2024-08-14,page_029,22
U02670,browse,2024-08-14,page_045,280
U02670,add_to_cart,2024-08-14,page_018,108
U02671,register,2024-12-14,page_052,10
U02671,app_open,2024-12-14,page_083,37
U02671,browse,2024-12-14,page_032,254
U02671,share,2024-12-17,page_074,14
U02672,register,2024-06-15,page_017,7
U02672,app_open,2024-06-15,page_029,39
U02672,browse,2024-06-15,page_033,125
U02673,register,2024-10-28,page_020,11
