user_id,order_id,rating,feedback_text,feedback_date,category
U02244,FB002245,5,非常满意，产品很好用！,2024-02-23,食品
U02245,FB002246,4,还不错，基本满意。,2023-12-07,3C数码
U02246,FB002247,3,一般般，有待改进。,2023-07-06,服饰
U02247,FB002248,5,非常满意，产品很好用！,2023-03-04,美妆
U02248,FB002249,4,还不错，基本满意。,2024-06-24,服饰
U02249,FB002250,2,不太满意，需要改善。,2024-02-09,家居
U02250,FB002251,3,一般般，有待改进。,2024-11-22,美妆
U02251,FB002252,2,不太满意，需要改善。,2023-10-25,美妆
U02252,FB002253,4,还不错，基本满意。,2024-06-09,3C数码
U02253,FB002254,5,非常满意，产品很好用！,2024-05-20,家居
U02254,FB002255,2,不太满意，需要改善。,2023-05-01,食品
U02255,FB002256,3,一般般，有待改进。,2024-10-18,美妆
U02256,FB002257,5,非常满意，产品很好用！,2024-12-26,服饰
U02257,FB002258,5,非常满意，产品很好用！,2023-12-08,美妆
U02258,FB002259,5,非常满意，产品很好用！,2024-05-11,美妆
U02259,FB002260,5,非常满意，产品很好用！,2023-11-11,食品
U02260,FB002261,4,还不错，基本满意。,2024-03-29,美妆
U02261,FB002262,4,还不错，基本满意。,2023-08-01,美妆
U02262,FB002263,4,还不错，基本满意。,2023-02-06,美妆
U02263,FB002264,5,非常满意，产品很好用！,2023-09-19,家居
U02264,FB002265,5,非常满意，产品很好用！,2023-07-28,家居
U02265,FB002266,4,还不错，基本满意。,2023-08-15,3C数码
U02266,FB002267,5,非常满意，产品很好用！,2023-04-28,食品
U02267,FB002268,3,一般般，有待改进。,2023-08-05,服饰
U02268,FB002269,3,一般般，有待改进。,2024-06-27,3C数码
U02269,FB002270,5,非常满意，产品很好用！,2023-03-14,食品
U02270,FB002271,3,一般般，有待改进。,2023-05-06,食品
U02271,FB002272,2,不太满意，需要改善。,2023-11-11,家居
U02272,FB002273,5,非常满意，产品很好用！,2023-02-23,美妆
U02273,FB002274,4,还不错，基本满意。,2024-03-11,3C数码
U02274,FB002275,4,还不错，基本满意。,2024-10-17,服饰
U02275,FB002276,5,非常满意，产品很好用！,2023-02-13,食品
U02276,FB002277,3,一般般，有待改进。,2024-11-02,服饰
U02277,FB002278,3,一般般，有待改进。,2023-06-22,家居
U02278,FB002279,3,一般般，有待改进。,2024-02-05,3C数码
U02279,FB002280,5,非常满意，产品很好用！,2023-11-01,美妆
U02280,FB002281,5,非常满意，产品很好用！,2024-10-03,家居
U02281,FB002282,2,不太满意，需要改善。,2024-11-02,家居
U02282,FB002283,4,还不错，基本满意。,2023-08-19,食品
U02283,FB002284,4,还不错，基本满意。,2024-02-02,食品
U02284,FB002285,5,非常满意，产品很好用！,2023-03-06,3C数码
U02285,FB002286,5,非常满意，产品很好用！,2023-05-08,3C数码
U02286,FB002287,5,非常满意，产品很好用！,2024-09-22,服饰
U02287,FB002288,2,不太满意，需要改善。,2023-05-25,3C数码
U02288,FB002289,4,还不错，基本满意。,2023-07-27,食品
U02289,FB002290,5,非常满意，产品很好用！,2023-05-15,服饰
U02290,FB002291,5,非常满意，产品很好用！,2023-07-29,3C数码
U02291,FB002292,4,还不错，基本满意。,2023-11-30,服饰
U02292,FB002293,4,还不错，基本满意。,2023-06-10,家居
U02293,FB002294,5,非常满意，产品很好用！,2024-04-22,美妆
U02294,FB002295,3,一般般，有待改进。,2023-02-14,3C数码
U02295,FB002296,5,非常满意，产品很好用！,2024-05-27,美妆
U02296,FB002297,4,还不错，基本满意。,2024-12-10,食品
U02297,FB002298,5,非常满意，产品很好用！,2024-01-01,食品
U02298,FB002299,5,非常满意，产品很好用！,2023-12-11,食品
U02299,FB002300,5,非常满意，产品很好用！,2024-12-27,家居
U02300,FB002301,4,还不错，基本满意。,2024-11-30,3C数码
U02301,FB002302,1,非常不满意，体验很差。,2024-11-17,服饰
U02302,FB002303,3,一般般，有待改进。,2024-04-19,家居
U02303,FB002304,5,非常满意，产品很好用！,2024-03-11,食品
U02304,FB002305,1,非常不满意，体验很差。,2023-06-11,美妆
U02305,FB002306,4,还不错，基本满意。,2023-11-22,服饰
U02306,FB002307,5,非常满意，产品很好用！,2024-10-07,美妆
U02307,FB002308,4,还不错，基本满意。,2023-08-11,服饰
U02308,FB002309,5,非常满意，产品很好用！,2023-07-07,美妆
U02309,FB002310,2,不太满意，需要改善。,2024-08-14,家居
U02310,FB002311,3,一般般，有待改进。,2023-04-30,3C数码
U02311,FB002312,3,一般般，有待改进。,2024-12-28,家居
U02312,FB002313,5,非常满意，产品很好用！,2023-11-06,美妆
U02313,FB002314,4,还不错，基本满意。,2023-08-26,食品
U02314,FB002315,3,一般般，有待改进。,2024-04-28,服饰
U02315,FB002316,5,非常满意，产品很好用！,2023-07-02,3C数码
U02316,FB002317,5,非常满意，产品很好用！,2024-05-27,食品
U02317,FB002318,5,非常满意，产品很好用！,2024-12-21,3C数码
U02318,FB002319,4,还不错，基本满意。,2023-10-01,3C数码
U02319,FB002320,3,一般般，有待改进。,2024-04-16,服饰
U02320,FB002321,2,不太满意，需要改善。,2024-12-17,服饰
U02321,FB002322,5,非常满意，产品很好用！,2023-03-03,美妆
U02322,FB002323,4,还不错，基本满意。,2024-07-01,家居
U02323,FB002324,4,还不错，基本满意。,2023-05-03,服饰
U02324,FB002325,1,非常不满意，体验很差。,2023-04-26,美妆
U02325,FB002326,4,还不错，基本满意。,2024-02-23,食品
U02326,FB002327,2,不太满意，需要改善。,2024-01-24,食品
U02327,FB002328,5,非常满意，产品很好用！,2024-12-05,美妆
U02328,FB002329,4,还不错，基本满意。,2024-01-10,家居
U02329,FB002330,4,还不错，基本满意。,2023-12-04,家居
U02330,FB002331,5,非常满意，产品很好用！,2023-12-22,3C数码
U02331,FB002332,4,还不错，基本满意。,2024-04-24,食品
U02332,FB002333,5,非常满意，产品很好用！,2024-07-08,家居
U02333,FB002334,1,非常不满意，体验很差。,2024-11-24,服饰
U02334,FB002335,5,非常满意，产品很好用！,2024-11-08,食品
U02335,FB002336,5,非常满意，产品很好用！,2024-02-20,家居
U02336,FB002337,5,非常满意，产品很好用！,2024-04-27,美妆
U02337,FB002338,5,非常满意，产品很好用！,2023-08-27,3C数码
U02338,FB002339,2,不太满意，需要改善。,2023-05-02,家居
U02339,FB002340,3,一般般，有待改进。,2024-09-11,家居
U02340,FB002341,5,非常满意，产品很好用！,2024-09-13,服饰
U02341,FB002342,2,不太满意，需要改善。,2024-05-28,食品
U02342,FB002343,4,还不错，基本满意。,2024-09-19,食品
U02343,FB002344,5,非常满意，产品很好用！,2024-08-25,家居
U02344,FB002345,2,不太满意，需要改善。,2023-11-17,家居
U02345,FB002346,2,不太满意，需要改善。,2023-09-29,3C数码
U02346,FB002347,4,还不错，基本满意。,2024-09-18,3C数码
U02347,FB002348,5,非常满意，产品很好用！,2023-09-11,3C数码
U02348,FB002349,3,一般般，有待改进。,2023-07-16,服饰
U02349,FB002350,2,不太满意，需要改善。,2023-05-26,美妆
U02350,FB002351,1,非常不满意，体验很差。,2023-03-16,家居
U02351,FB002352,3,一般般，有待改进。,2023-03-31,食品
U02352,FB002353,4,还不错，基本满意。,2023-11-08,家居
U02353,FB002354,3,一般般，有待改进。,2024-08-27,服饰
U02354,FB002355,4,还不错，基本满意。,2024-05-11,服饰
U02355,FB002356,5,非常满意，产品很好用！,2024-05-16,食品
U02356,FB002357,5,非常满意，产品很好用！,2024-06-11,美妆
U02357,FB002358,5,非常满意，产品很好用！,2024-07-27,服饰
U02358,FB002359,3,一般般，有待改进。,2024-10-19,美妆
U02359,FB002360,2,不太满意，需要改善。,2024-11-03,美妆
U02360,FB002361,5,非常满意，产品很好用！,2023-11-06,食品
U02361,FB002362,3,一般般，有待改进。,2024-01-12,食品
U02362,FB002363,5,非常满意，产品很好用！,2023-04-29,3C数码
U02363,FB002364,4,还不错，基本满意。,2024-02-09,服饰
U02364,FB002365,3,一般般，有待改进。,2023-07-05,服饰
U02365,FB002366,5,非常满意，产品很好用！,2024-05-09,食品
U02366,FB002367,3,一般般，有待改进。,2023-06-03,家居
U02367,FB002368,3,一般般，有待改进。,2023-07-16,美妆
U02368,FB002369,2,不太满意，需要改善。,2023-05-31,3C数码
U02369,FB002370,3,一般般，有待改进。,2024-12-22,服饰
U02370,FB002371,5,非常满意，产品很好用！,2023-07-29,食品
U02371,FB002372,1,非常不满意，体验很差。,2023-08-27,家居
U02372,FB002373,4,还不错，基本满意。,2024-03-31,服饰
U02373,FB002374,5,非常满意，产品很好用！,2024-09-23,食品
U02374,FB002375,4,还不错，基本满意。,2023-01-02,3C数码
U02375,FB002376,4,还不错，基本满意。,2023-02-11,3C数码
U02376,FB002377,5,非常满意，产品很好用！,2023-01-14,3C数码
U02377,FB002378,3,一般般，有待改进。,2023-11-14,食品
U02378,FB002379,3,一般般，有待改进。,2024-09-28,3C数码
U02379,FB002380,4,还不错，基本满意。,2024-04-08,美妆
U02380,FB002381,4,还不错，基本满意。,2024-07-06,食品
U02381,FB002382,2,不太满意，需要改善。,2024-10-10,3C数码
U02382,FB002383,3,一般般，有待改进。,2023-07-05,家居
U02383,FB002384,4,还不错，基本满意。,2023-04-27,食品
U02384,FB002385,4,还不错，基本满意。,2023-09-23,3C数码
U02385,FB002386,3,一般般，有待改进。,2024-10-30,服饰
U02386,FB002387,4,还不错，基本满意。,2023-10-14,服饰
U02387,FB002388,5,非常满意，产品很好用！,2023-02-17,美妆
U02388,FB002389,5,非常满意，产品很好用！,2024-12-27,服饰
U02389,FB002390,4,还不错，基本满意。,2024-05-21,服饰
U02390,FB002391,5,非常满意，产品很好用！,2024-05-30,家居
U02391,FB002392,3,一般般，有待改进。,2024-09-16,服饰
U02392,FB002393,1,非常不满意，体验很差。,2024-05-01,美妆
U02393,FB002394,4,还不错，基本满意。,2024-02-01,家居
U02394,FB002395,5,非常满意，产品很好用！,2024-02-29,服饰
U02395,FB002396,3,一般般，有待改进。,2024-06-12,食品
U02396,FB002397,5,非常满意，产品很好用！,2024-01-04,服饰
U02397,FB002398,5,非常满意，产品很好用！,2023-11-25,3C数码
U02398,FB002399,4,还不错，基本满意。,2024-10-31,食品
U02399,FB002400,3,一般般，有待改进。,2024-12-07,家居
U02400,FB002401,4,还不错，基本满意。,2023-08-03,美妆
U02401,FB002402,5,非常满意，产品很好用！,2024-06-01,家居
U02402,FB002403,5,非常满意，产品很好用！,2023-12-09,美妆
U02403,FB002404,1,非常不满意，体验很差。,2023-09-16,美妆
U02404,FB002405,3,一般般，有待改进。,2024-02-23,美妆
U02405,FB002406,5,非常满意，产品很好用！,2023-09-27,美妆
U02406,FB002407,4,还不错，基本满意。,2023-06-17,家居
U02407,FB002408,4,还不错，基本满意。,2023-02-12,美妆
U02408,FB002409,1,非常不满意，体验很差。,2023-09-09,食品
U02409,FB002410,3,一般般，有待改进。,2023-09-17,美妆
U02410,FB002411,2,不太满意，需要改善。,2023-08-15,食品
U02411,FB002412,4,还不错，基本满意。,2024-10-09,美妆
U02412,FB002413,5,非常满意，产品很好用！,2023-11-12,3C数码
U02413,FB002414,2,不太满意，需要改善。,2023-01-20,服饰
U02414,FB002415,5,非常满意，产品很好用！,2023-01-24,家居
U02415,FB002416,1,非常不满意，体验很差。,2024-02-02,美妆
U02416,FB002417,4,还不错，基本满意。,2024-06-18,服饰
U02417,FB002418,4,还不错，基本满意。,2023-11-28,3C数码
U02418,FB002419,4,还不错，基本满意。,2024-12-25,家居
U02419,FB002420,5,非常满意，产品很好用！,2024-03-14,食品
U02420,FB002421,3,一般般，有待改进。,2023-05-04,美妆
U02421,FB002422,5,非常满意，产品很好用！,2024-04-19,美妆
U02422,FB002423,5,非常满意，产品很好用！,2024-11-13,美妆
U02423,FB002424,4,还不错，基本满意。,2023-01-05,服饰
U02424,FB002425,2,不太满意，需要改善。,2023-05-25,3C数码
U02425,FB002426,2,不太满意，需要改善。,2024-06-27,家居
U02426,FB002427,5,非常满意，产品很好用！,2023-10-23,3C数码
U02427,FB002428,1,非常不满意，体验很差。,2023-02-10,家居
U02428,FB002429,4,还不错，基本满意。,2024-03-30,家居
U02429,FB002430,4,还不错，基本满意。,2023-03-02,家居
U02430,FB002431,5,非常满意，产品很好用！,2023-03-08,食品
U02431,FB002432,3,一般般，有待改进。,2024-03-23,家居
U02432,FB002433,3,一般般，有待改进。,2023-09-25,服饰
U02433,FB002434,1,非常不满意，体验很差。,2023-04-28,美妆
U02434,FB002435,4,还不错，基本满意。,2024-05-12,食品
U02435,FB002436,4,还不错，基本满意。,2023-02-18,美妆
U02436,FB002437,5,非常满意，产品很好用！,2024-07-18,服饰
U02437,FB002438,4,还不错，基本满意。,2024-06-08,家居
U02438,FB002439,5,非常满意，产品很好用！,2023-01-25,服饰
U02439,FB002440,3,一般般，有待改进。,2023-06-28,家居
U02440,FB002441,3,一般般，有待改进。,2023-05-27,3C数码
U02441,FB002442,3,一般般，有待改进。,2024-08-28,家居
U02442,FB002443,3,一般般，有待改进。,2024-06-22,服饰
U02443,FB002444,4,还不错，基本满意。,2024-12-11,服饰
U02444,FB002445,2,不太满意，需要改善。,2023-04-11,食品
U02445,FB002446,4,还不错，基本满意。,2023-07-05,3C数码
U02446,FB002447,5,非常满意，产品很好用！,2023-08-27,3C数码
U02447,FB002448,2,不太满意，需要改善。,2024-07-04,服饰
U02448,FB002449,3,一般般，有待改进。,2024-09-06,3C数码
U02449,FB002450,3,一般般，有待改进。,2024-06-23,食品
U02450,FB002451,5,非常满意，产品很好用！,2023-06-17,食品
U02451,FB002452,5,非常满意，产品很好用！,2024-10-23,3C数码
U02452,FB002453,4,还不错，基本满意。,2024-04-18,食品
U02453,FB002454,4,还不错，基本满意。,2023-11-11,家居
U02454,FB002455,4,还不错，基本满意。,2024-01-30,食品
U02455,FB002456,5,非常满意，产品很好用！,2024-11-16,美妆
U02456,FB002457,5,非常满意，产品很好用！,2024-03-17,服饰
U02457,FB002458,3,一般般，有待改进。,2024-01-15,3C数码
U02458,FB002459,4,还不错，基本满意。,2023-12-25,服饰
U02459,FB002460,5,非常满意，产品很好用！,2023-02-19,3C数码
U02460,FB002461,5,非常满意，产品很好用！,2024-03-08,家居
U02461,FB002462,5,非常满意，产品很好用！,2024-11-12,美妆
U02462,FB002463,5,非常满意，产品很好用！,2024-02-01,食品
U02463,FB002464,4,还不错，基本满意。,2023-07-15,家居
U02464,FB002465,4,还不错，基本满意。,2023-06-18,服饰
U02465,FB002466,1,非常不满意，体验很差。,2024-08-23,服饰
U02466,FB002467,5,非常满意，产品很好用！,2024-01-01,食品
U02467,FB002468,3,一般般，有待改进。,2023-09-25,美妆
U02468,FB002469,5,非常满意，产品很好用！,2024-01-22,3C数码
U02469,FB002470,4,还不错，基本满意。,2024-07-26,家居
U02470,FB002471,4,还不错，基本满意。,2023-09-03,服饰
U02471,FB002472,3,一般般，有待改进。,2023-05-24,食品
U02472,FB002473,5,非常满意，产品很好用！,2023-10-31,服饰
U02473,FB002474,3,一般般，有待改进。,2024-03-03,家居
U02474,FB002475,4,还不错，基本满意。,2023-12-29,服饰
U02475,FB002476,3,一般般，有待改进。,2023-05-28,食品
U02476,FB002477,4,还不错，基本满意。,2023-11-22,食品
U02477,FB002478,3,一般般，有待改进。,2024-04-15,美妆
U02478,FB002479,3,一般般，有待改进。,2024-08-05,3C数码
U02479,FB002480,3,一般般，有待改进。,2023-05-26,服饰
U02480,FB002481,5,非常满意，产品很好用！,2024-03-29,家居
U02481,FB002482,4,还不错，基本满意。,2023-06-24,美妆
U02482,FB002483,4,还不错，基本满意。,2023-11-08,家居
U02483,FB002484,5,非常满意，产品很好用！,2024-03-19,3C数码
U02484,FB002485,3,一般般，有待改进。,2023-02-12,食品
U02485,FB002486,4,还不错，基本满意。,2023-04-21,美妆
U02486,FB002487,3,一般般，有待改进。,2024-08-27,3C数码
U02487,FB002488,3,一般般，有待改进。,2023-08-21,美妆
U02488,FB002489,4,还不错，基本满意。,2024-05-17,家居
U02489,FB002490,4,还不错，基本满意。,2023-10-06,3C数码
U02490,FB002491,5,非常满意，产品很好用！,2024-11-09,3C数码
U02491,FB002492,5,非常满意，产品很好用！,2024-09-11,美妆
U02492,FB002493,4,还不错，基本满意。,2023-04-02,食品
U02493,FB002494,3,一般般，有待改进。,2024-07-09,家居
U02494,FB002495,4,还不错，基本满意。,2024-09-05,3C数码
U02495,FB002496,4,还不错，基本满意。,2023-03-19,食品
U02496,FB002497,4,还不错，基本满意。,2024-08-19,3C数码
U02497,FB002498,2,不太满意，需要改善。,2023-11-14,家居
U02498,FB002499,2,不太满意，需要改善。,2024-04-10,美妆
U02499,FB002500,5,非常满意，产品很好用！,2023-10-01,服饰
U02500,FB002501,5,非常满意，产品很好用！,2024-10-17,食品
U02501,FB002502,3,一般般，有待改进。,2023-01-10,3C数码
U02502,FB002503,5,非常满意，产品很好用！,2024-10-01,服饰
U02503,FB002504,4,还不错，基本满意。,2023-02-13,服饰
U02504,FB002505,5,非常满意，产品很好用！,2024-04-20,3C数码
U02505,FB002506,5,非常满意，产品很好用！,2024-04-11,美妆
U02506,FB002507,3,一般般，有待改进。,2024-02-19,家居
U02507,FB002508,4,还不错，基本满意。,2023-04-05,食品
U02508,FB002509,4,还不错，基本满意。,2023-08-08,食品
U02509,FB002510,4,还不错，基本满意。,2024-10-08,家居
U02510,FB002511,4,还不错，基本满意。,2023-10-14,3C数码
U02511,FB002512,5,非常满意，产品很好用！,2024-10-26,家居
U02512,FB002513,5,非常满意，产品很好用！,2023-08-04,3C数码
U02513,FB002514,3,一般般，有待改进。,2024-12-01,美妆
U02514,FB002515,5,非常满意，产品很好用！,2024-12-14,服饰
U02515,FB002516,5,非常满意，产品很好用！,2024-10-07,食品
U02516,FB002517,4,还不错，基本满意。,2024-07-07,食品
U02517,FB002518,5,非常满意，产品很好用！,2024-05-03,食品
U02518,FB002519,4,还不错，基本满意。,2023-11-21,3C数码
U02519,FB002520,5,非常满意，产品很好用！,2024-08-05,服饰
U02520,FB002521,4,还不错，基本满意。,2023-11-19,食品
U02521,FB002522,2,不太满意，需要改善。,2023-01-31,食品
U02522,FB002523,4,还不错，基本满意。,2024-04-24,家居
U02523,FB002524,2,不太满意，需要改善。,2024-12-29,家居
U02524,FB002525,5,非常满意，产品很好用！,2024-07-28,3C数码
U02525,FB002526,2,不太满意，需要改善。,2023-06-26,家居
U02526,FB002527,4,还不错，基本满意。,2023-07-19,食品
U02527,FB002528,5,非常满意，产品很好用！,2023-08-07,食品
U02528,FB002529,3,一般般，有待改进。,2023-10-11,美妆
U02529,FB002530,2,不太满意，需要改善。,2024-10-08,家居
U02530,FB002531,3,一般般，有待改进。,2023-04-15,美妆
U02531,FB002532,2,不太满意，需要改善。,2024-08-28,3C数码
U02532,FB002533,2,不太满意，需要改善。,2024-02-23,服饰
U02533,FB002534,5,非常满意，产品很好用！,2023-10-26,服饰
U02534,FB002535,2,不太满意，需要改善。,2024-03-08,服饰
U02535,FB002536,5,非常满意，产品很好用！,2024-11-21,家居
U02536,FB002537,5,非常满意，产品很好用！,2023-07-25,3C数码
U02537,FB002538,2,不太满意，需要改善。,2024-09-06,服饰
U02538,FB002539,5,非常满意，产品很好用！,2023-04-22,美妆
U02539,FB002540,4,还不错，基本满意。,2024-08-06,美妆
U02540,FB002541,4,还不错，基本满意。,2023-07-27,食品
U02541,FB002542,5,非常满意，产品很好用！,2024-04-27,食品
U02542,FB002543,2,不太满意，需要改善。,2024-04-17,食品
U02543,FB002544,2,不太满意，需要改善。,2024-09-29,3C数码
U02544,FB002545,5,非常满意，产品很好用！,2023-04-11,家居
U02545,FB002546,5,非常满意，产品很好用！,2023-06-17,3C数码
U02546,FB002547,4,还不错，基本满意。,2023-01-07,家居
U02547,FB002548,3,一般般，有待改进。,2024-10-14,家居
U02548,FB002549,5,非常满意，产品很好用！,2023-03-26,食品
U02549,FB002550,3,一般般，有待改进。,2024-01-16,家居
U02550,FB002551,3,一般般，有待改进。,2023-06-10,3C数码
U02551,FB002552,3,一般般，有待改进。,2023-10-10,服饰
U02552,FB002553,3,一般般，有待改进。,2024-07-17,食品
U02553,FB002554,2,不太满意，需要改善。,2024-04-03,家居
U02554,FB002555,3,一般般，有待改进。,2024-10-03,食品
U02555,FB002556,3,一般般，有待改进。,2023-09-26,服饰
U02556,FB002557,5,非常满意，产品很好用！,2024-02-24,美妆
U02557,FB002558,1,非常不满意，体验很差。,2023-07-31,家居
U02558,FB002559,2,不太满意，需要改善。,2023-08-06,服饰
U02559,FB002560,5,非常满意，产品很好用！,2024-06-07,美妆
U02560,FB002561,5,非常满意，产品很好用！,2024-04-07,服饰
U02561,FB002562,2,不太满意，需要改善。,2023-02-28,美妆
U02562,FB002563,3,一般般，有待改进。,2023-09-05,食品
U02563,FB002564,5,非常满意，产品很好用！,2023-03-24,食品
U02564,FB002565,5,非常满意，产品很好用！,2024-07-13,美妆
U02565,FB002566,5,非常满意，产品很好用！,2023-01-11,服饰
U02566,FB002567,5,非常满意，产品很好用！,2024-05-06,服饰
U02567,FB002568,3,一般般，有待改进。,2024-12-04,美妆
U02568,FB002569,5,非常满意，产品很好用！,2024-10-04,3C数码
U02569,FB002570,3,一般般，有待改进。,2024-10-25,食品
U02570,FB002571,4,还不错，基本满意。,2024-08-03,家居
U02571,FB002572,3,一般般，有待改进。,2023-04-02,3C数码
U02572,FB002573,3,一般般，有待改进。,2023-09-20,服饰
U02573,FB002574,5,非常满意，产品很好用！,2023-10-28,家居
U02574,FB002575,3,一般般，有待改进。,2024-03-10,家居
U02575,FB002576,3,一般般，有待改进。,2023-04-30,服饰
U02576,FB002577,1,非常不满意，体验很差。,2024-01-26,家居
U02577,FB002578,5,非常满意，产品很好用！,2024-11-18,家居
U02578,FB002579,1,非常不满意，体验很差。,2024-05-29,服饰
U02579,FB002580,2,不太满意，需要改善。,2024-07-17,美妆
U02580,FB002581,3,一般般，有待改进。,2024-05-31,家居
U02581,FB002582,5,非常满意，产品很好用！,2024-01-27,服饰
U02582,FB002583,4,还不错，基本满意。,2023-09-13,美妆
U02583,FB002584,5,非常满意，产品很好用！,2023-02-16,美妆
U02584,FB002585,4,还不错，基本满意。,2023-02-26,家居
U02585,FB002586,4,还不错，基本满意。,2023-04-19,3C数码
U02586,FB002587,4,还不错，基本满意。,2023-02-20,美妆
U02587,FB002588,5,非常满意，产品很好用！,2023-05-17,食品
U02588,FB002589,4,还不错，基本满意。,2024-01-24,美妆
U02589,FB002590,4,还不错，基本满意。,2024-10-12,服饰
U02590,FB002591,4,还不错，基本满意。,2023-12-14,食品
U02591,FB002592,3,一般般，有待改进。,2024-07-02,美妆
U02592,FB002593,5,非常满意，产品很好用！,2023-09-11,3C数码
U02593,FB002594,5,非常满意，产品很好用！,2023-04-27,服饰
U02594,FB002595,4,还不错，基本满意。,2024-01-14,家居
U02595,FB002596,5,非常满意，产品很好用！,2024-07-03,食品
U02596,FB002597,4,还不错，基本满意。,2023-10-07,3C数码
U02597,FB002598,3,一般般，有待改进。,2023-07-14,服饰
U02598,FB002599,3,一般般，有待改进。,2023-03-31,服饰
U02599,FB002600,4,还不错，基本满意。,2024-04-13,3C数码
U02600,FB002601,4,还不错，基本满意。,2024-03-28,家居
U02601,FB002602,4,还不错，基本满意。,2024-11-10,3C数码
U02602,FB002603,5,非常满意，产品很好用！,2024-09-06,3C数码
U02603,FB002604,5,非常满意，产品很好用！,2024-01-17,美妆
U02604,FB002605,3,一般般，有待改进。,2024-08-20,美妆
U02605,FB002606,3,一般般，有待改进。,2023-07-11,家居
U02606,FB002607,2,不太满意，需要改善。,2024-09-25,美妆
U02607,FB002608,1,非常不满意，体验很差。,2024-05-01,服饰
U02608,FB002609,4,还不错，基本满意。,2023-04-28,食品
U02609,FB002610,3,一般般，有待改进。,2024-05-13,家居
U02610,FB002611,2,不太满意，需要改善。,2024-11-04,3C数码
U02611,FB002612,3,一般般，有待改进。,2023-11-30,3C数码
U02612,FB002613,2,不太满意，需要改善。,2023-05-26,美妆
U02613,FB002614,2,不太满意，需要改善。,2023-05-05,美妆
U02614,FB002615,3,一般般，有待改进。,2023-03-03,3C数码
U02615,FB002616,3,一般般，有待改进。,2024-10-05,美妆
U02616,FB002617,2,不太满意，需要改善。,2023-08-18,服饰
U02617,FB002618,1,非常不满意，体验很差。,2024-03-08,家居
U02618,FB002619,5,非常满意，产品很好用！,2023-06-22,食品
U02619,FB002620,3,一般般，有待改进。,2023-01-27,家居
U02620,FB002621,5,非常满意，产品很好用！,2023-01-10,服饰
U02621,FB002622,3,一般般，有待改进。,2024-06-26,美妆
U02622,FB002623,3,一般般，有待改进。,2023-06-29,美妆
U02623,FB002624,3,一般般，有待改进。,2024-01-19,食品
U02624,FB002625,3,一般般，有待改进。,2023-11-28,服饰
U02625,FB002626,4,还不错，基本满意。,2024-09-19,服饰
U02626,FB002627,3,一般般，有待改进。,2023-04-19,3C数码
U02627,FB002628,4,还不错，基本满意。,2023-10-03,美妆
U02628,FB002629,4,还不错，基本满意。,2023-03-05,食品
U02629,FB002630,5,非常满意，产品很好用！,2023-12-09,服饰
U02630,FB002631,4,还不错，基本满意。,2023-01-23,家居
U02631,FB002632,2,不太满意，需要改善。,2023-04-09,服饰
U02632,FB002633,4,还不错，基本满意。,2024-04-18,家居
U02633,FB002634,2,不太满意，需要改善。,2024-01-25,服饰
U02634,FB002635,5,非常满意，产品很好用！,2023-02-06,服饰
U02635,FB002636,3,一般般，有待改进。,2023-07-04,3C数码
U02636,FB002637,5,非常满意，产品很好用！,2023-10-07,美妆
U02637,FB002638,5,非常满意，产品很好用！,2023-02-20,家居
U02638,FB002639,4,还不错，基本满意。,2024-05-13,美妆
U02639,FB002640,5,非常满意，产品很好用！,2024-04-11,服饰
U02640,FB002641,4,还不错，基本满意。,2023-02-02,家居
U02641,FB002642,5,非常满意，产品很好用！,2023-05-31,3C数码
U02642,FB002643,3,一般般，有待改进。,2024-01-19,美妆
U02643,FB002644,5,非常满意，产品很好用！,2024-11-28,3C数码
U02644,FB002645,4,还不错，基本满意。,2023-08-10,3C数码
U02645,FB002646,5,非常满意，产品很好用！,2024-12-17,食品
U02646,FB002647,5,非常满意，产品很好用！,2023-02-02,美妆
U02647,FB002648,5,非常满意，产品很好用！,2023-04-30,家居
U02648,FB002649,3,一般般，有待改进。,2024-03-24,美妆
U02649,FB002650,2,不太满意，需要改善。,2024-11-25,美妆
U02650,FB002651,1,非常不满意，体验很差。,2024-05-12,服饰
U02651,FB002652,2,不太满意，需要改善。,2024-03-06,服饰
U02652,FB002653,2,不太满意，需要改善。,2024-05-31,家居
U02653,FB002654,4,还不错，基本满意。,2023-04-25,服饰
U02654,FB002655,4,还不错，基本满意。,2024-09-20,服饰
U02655,FB002656,5,非常满意，产品很好用！,2024-07-01,3C数码
U02656,FB002657,5,非常满意，产品很好用！,2023-04-08,服饰
U02657,FB002658,5,非常满意，产品很好用！,2023-07-05,服饰
U02658,FB002659,2,不太满意，需要改善。,2024-10-20,食品
U02659,FB002660,3,一般般，有待改进。,2023-04-01,美妆
U02660,FB002661,4,还不错，基本满意。,2024-08-20,食品
U02661,FB002662,4,还不错，基本满意。,2024-01-29,食品
U02662,FB002663,4,还不错，基本满意。,2024-09-28,3C数码
U02663,FB002664,3,一般般，有待改进。,2024-07-29,服饰
U02664,FB002665,5,非常满意，产品很好用！,2023-06-18,服饰
U02665,FB002666,4,还不错，基本满意。,2023-06-07,美妆
U02666,FB002667,4,还不错，基本满意。,2023-10-06,家居
U02667,FB002668,3,一般般，有待改进。,2023-12-24,食品
U02668,FB002669,3,一般般，有待改进。,2023-01-11,食品
U02669,FB002670,4,还不错，基本满意。,2024-07-06,3C数码
U02670,FB002671,3,一般般，有待改进。,2023-07-09,家居
U02671,FB002672,1,非常不满意，体验很差。,2024-04-11,食品
