user_id,country,channel,recency,frequency,monetary,r_score,f_score,m_score,segment
U03526,马来西亚,自然搜索,118.0,6,1032.63,2,4,5,重要保持用户
U00491,印尼,自然搜索,123.0,10,1031.78,2,5,5,重要保持用户
U07845,印尼,社交媒体,70.0,9,1029.9,2,5,5,重要保持用户
U06490,印尼,内容营销,22.0,9,1029.3,3,5,5,一般挽留用户
U07834,泰国,KOL推荐,197.0,6,1028.71,1,4,5,重要保持用户
U05776,印尼,付费广告,22.0,9,1028.37,3,5,5,一般挽留用户
U04103,泰国,KOL推荐,60.0,5,1027.76,2,4,5,重要保持用户
U00721,泰国,KOL推荐,14.0,5,1025.38,3,4,5,一般挽留用户
U05261,菲律宾,付费广告,1.0,10,1020.94,3,5,5,一般挽留用户
U01272,菲律宾,社交媒体,27.0,10,1020.21,3,5,5,一般挽留用户
U02027,马来西亚,内容营销,57.0,6,1019.55,2,4,5,重要保持用户
U02901,菲律宾,社交媒体,55.0,10,1012.82,2,5,5,重要保持用户
U02476,泰国,付费广告,38.0,6,1012.44,3,4,5,一般挽留用户
U06868,印尼,自然搜索,42.0,8,1011.68,3,5,5,一般挽留用户
U02352,印尼,自然搜索,19.0,10,1008.4,3,5,5,一般挽留用户
U01797,泰国,社交媒体,219.0,5,1007.51,1,4,5,重要保持用户
U00766,菲律宾,KOL推荐,16.0,10,1005.85,3,5,5,一般挽留用户
U07533,印尼,自然搜索,152.0,9,1005.36,2,5,5,重要保持用户
U05726,泰国,内容营销,106.0,5,1004.24,2,4,5,重要保持用户
U02062,菲律宾,社交媒体,65.0,10,1004.12,2,5,5,重要保持用户
U00388,菲律宾,社交媒体,227.0,10,1003.27,1,5,5,重要保持用户
U04045,越南,自然搜索,80.0,8,1000.07,2,5,5,重要保持用户
U07363,菲律宾,自然搜索,129.0,10,999.8,2,5,5,重要保持用户
U01020,印尼,付费广告,21.0,8,999.43,3,5,5,一般挽留用户
U03211,印尼,社交媒体,36.0,10,995.38,3,5,5,一般挽留用户
U07360,印尼,内容营销,402.0,8,995.35,1,5,5,重要保持用户
U03368,泰国,付费广告,64.0,5,994.81,2,4,5,重要保持用户
U02460,马来西亚,付费广告,52.0,6,992.91,2,4,5,重要保持用户
U05876,菲律宾,付费广告,69.0,10,990.79,2,5,5,重要保持用户
U03984,菲律宾,付费广告,30.0,10,990.4,3,5,5,一般挽留用户
U03474,菲律宾,社交媒体,22.0,10,989.86,3,5,5,一般挽留用户
U05646,泰国,社交媒体,27.0,5,989.84,3,4,5,一般挽留用户
U01732,印尼,付费广告,29.0,8,988.76,3,5,5,一般挽留用户
U01779,菲律宾,社交媒体,116.0,10,987.78,2,5,5,重要保持用户
U05026,越南,自然搜索,18.0,10,987.57,3,5,5,一般挽留用户
U05980,印尼,自然搜索,58.0,9,986.83,2,5,5,重要保持用户
U00765,印尼,KOL推荐,37.0,8,986.13,3,5,5,一般挽留用户
U07314,泰国,自然搜索,35.0,5,984.7,3,4,5,一般挽留用户
U04486,泰国,付费广告,26.0,5,984.39,3,4,5,一般挽留用户
U02475,菲律宾,付费广告,17.0,9,983.78,3,5,5,一般挽留用户
U01439,印尼,社交媒体,31.0,9,983.58,3,5,5,一般挽留用户
U02221,印尼,社交媒体,135.0,9,983.12,2,5,5,重要保持用户
U05443,马来西亚,KOL推荐,3.0,6,982.69,3,4,5,一般挽留用户
U07247,菲律宾,付费广告,61.0,9,982.35,2,5,5,重要保持用户
U04189,印尼,付费广告,25.0,9,981.31,3,5,5,一般挽留用户
U03396,菲律宾,KOL推荐,66.0,9,980.85,2,5,5,重要保持用户
U00912,印尼,内容营销,20.0,9,979.72,3,5,5,一般挽留用户
U03209,印尼,付费广告,149.0,9,979.67,2,5,5,重要保持用户
U01443,越南,付费广告,98.0,10,979.28,2,5,5,重要保持用户
U02938,马来西亚,自然搜索,14.0,6,978.54,3,4,5,一般挽留用户
U03741,菲律宾,付费广告,13.0,9,977.11,3,5,5,一般挽留用户
U02845,越南,内容营销,16.0,10,976.82,3,5,5,一般挽留用户
U07867,越南,内容营销,20.0,10,976.68,3,5,5,一般挽留用户
U00677,越南,社交媒体,24.0,10,976.38,3,5,5,一般挽留用户
U02020,马来西亚,自然搜索,84.0,7,975.18,2,5,5,重要保持用户
U05252,印尼,付费广告,49.0,9,974.06,3,5,5,一般挽留用户
U05531,泰国,付费广告,17.0,5,974.04,3,4,5,一般挽留用户
U07458,泰国,社交媒体,118.0,5,973.67,2,4,5,重要保持用户
U00461,印尼,内容营销,16.0,8,973.58,3,5,5,一般挽留用户
U01687,印尼,付费广告,105.0,9,969.69,2,5,5,重要保持用户
U06634,印尼,社交媒体,186.0,9,969.45,1,5,5,重要保持用户
U05730,菲律宾,付费广告,56.0,9,969.03,2,5,5,重要保持用户
U03832,菲律宾,KOL推荐,38.0,10,968.46,3,5,5,一般挽留用户
U04556,印尼,社交媒体,8.0,8,966.22,3,5,5,一般挽留用户
U01870,菲律宾,付费广告,114.0,10,965.72,2,5,5,重要保持用户
U01501,印尼,社交媒体,74.0,9,965.42,2,5,5,重要保持用户
U03379,印尼,自然搜索,20.0,10,965.23,3,5,5,一般挽留用户
U07170,印尼,自然搜索,62.0,8,962.64,2,5,5,重要保持用户
U04826,印尼,KOL推荐,36.0,9,960.18,3,5,5,一般挽留用户
U01363,印尼,自然搜索,36.0,8,959.76,3,5,5,一般挽留用户
U01092,印尼,付费广告,22.0,8,959.75,3,5,5,一般挽留用户
U02620,菲律宾,付费广告,49.0,9,959.47,3,5,5,一般挽留用户
U00865,印尼,社交媒体,50.0,8,959.3,2,5,5,重要保持用户
U03780,越南,付费广告,24.0,10,958.8,3,5,5,一般挽留用户
U06351,印尼,付费广告,164.0,9,958.75,2,5,5,重要保持用户
U00344,越南,内容营销,61.0,10,957.32,2,5,5,重要保持用户
U04315,泰国,自然搜索,20.0,5,956.24,3,4,5,一般挽留用户
U03220,印尼,自然搜索,31.0,8,956.21,3,5,5,一般挽留用户
U00933,印尼,社交媒体,200.0,9,953.25,1,5,5,重要保持用户
U03649,马来西亚,KOL推荐,65.0,5,951.71,2,4,5,重要保持用户
U03917,越南,内容营销,114.0,10,951.67,2,5,5,重要保持用户
U00918,菲律宾,付费广告,69.0,10,950.84,2,5,5,重要保持用户
U03518,泰国,社交媒体,449.0,5,948.18,1,4,5,重要保持用户
U01236,菲律宾,自然搜索,43.0,9,947.26,3,5,5,一般挽留用户
U00091,印尼,付费广告,2.0,8,946.75,3,5,5,一般挽留用户
U07352,印尼,社交媒体,85.0,9,946.38,2,5,5,重要保持用户
U02692,泰国,内容营销,30.0,5,946.1,3,4,5,一般挽留用户
U05126,印尼,自然搜索,115.0,9,945.61,2,5,5,重要保持用户
U05948,印尼,付费广告,137.0,10,945.01,2,5,5,重要保持用户
U06077,印尼,自然搜索,14.0,8,944.92,3,5,5,一般挽留用户
U07693,印尼,自然搜索,100.0,9,943.87,2,5,5,重要保持用户
U06773,泰国,付费广告,14.0,5,943.35,3,4,5,一般挽留用户
U05493,越南,付费广告,235.0,10,943.08,1,5,5,重要保持用户
U07762,越南,社交媒体,198.0,10,940.68,1,5,5,重要保持用户
U04741,泰国,社交媒体,155.0,5,940.54,2,4,5,重要保持用户
U03695,泰国,付费广告,287.0,5,940.31,1,4,5,重要保持用户
U07560,印尼,付费广告,67.0,9,939.71,2,5,5,重要保持用户
U02561,印尼,内容营销,35.0,8,939.09,3,5,5,一般挽留用户
U06389,印尼,付费广告,37.0,8,938.71,3,5,5,一般挽留用户
U05590,越南,自然搜索,6.0,10,938.13,3,5,5,一般挽留用户
U03779,菲律宾,社交媒体,71.0,9,936.99,2,5,5,重要保持用户
U06333,印尼,自然搜索,1.0,8,936.83,3,5,5,一般挽留用户
U02018,泰国,自然搜索,130.0,5,935.94,2,4,5,重要保持用户
U06772,印尼,付费广告,52.0,9,935.53,2,5,5,重要保持用户
U04037,菲律宾,内容营销,144.0,10,934.06,2,5,5,重要保持用户
U06811,泰国,付费广告,58.0,5,933.8,2,4,5,重要保持用户
U06505,菲律宾,付费广告,82.0,10,931.99,2,5,5,重要保持用户
U05549,泰国,自然搜索,74.0,5,931.95,2,4,5,重要保持用户
U07904,泰国,自然搜索,104.0,5,931.83,2,4,5,重要保持用户
U04666,泰国,KOL推荐,44.0,5,931.44,3,4,5,一般挽留用户
U06842,泰国,自然搜索,98.0,5,931.15,2,4,5,重要保持用户
U06467,泰国,内容营销,23.0,4,930.92,3,4,5,一般挽留用户
U02185,马来西亚,付费广告,43.0,6,928.99,3,4,5,一般挽留用户
U07654,菲律宾,社交媒体,11.0,9,928.02,3,5,5,一般挽留用户
U01006,印尼,付费广告,104.0,8,927.73,2,5,5,重要保持用户
U00779,印尼,付费广告,28.0,9,927.5,3,5,5,一般挽留用户
U02888,菲律宾,KOL推荐,14.0,10,927.28,3,5,5,一般挽留用户
U05331,越南,付费广告,14.0,10,927.09,3,5,5,一般挽留用户
U05953,印尼,KOL推荐,6.0,9,924.75,3,5,5,一般挽留用户
U04667,菲律宾,KOL推荐,112.0,9,923.48,2,5,5,重要保持用户
U04824,印尼,内容营销,171.0,10,923.34,2,5,5,重要保持用户
U04297,泰国,社交媒体,44.0,5,922.72,3,4,5,一般挽留用户
U04153,越南,社交媒体,26.0,10,922.13,3,5,5,一般挽留用户
U03249,印尼,内容营销,201.0,8,920.78,1,5,5,重要保持用户
U04493,菲律宾,自然搜索,101.0,10,920.1,2,5,5,重要保持用户
U02080,泰国,社交媒体,103.0,5,918.91,2,4,5,重要保持用户
U03217,泰国,社交媒体,95.0,5,918.32,2,4,5,重要保持用户
U02070,菲律宾,内容营销,18.0,9,917.96,3,5,5,一般挽留用户
U01310,泰国,付费广告,84.0,5,916.78,2,4,5,重要保持用户
U06236,印尼,内容营销,132.0,8,916.67,2,5,5,重要保持用户
U03736,印尼,社交媒体,152.0,8,916.5,2,5,5,重要保持用户
U03320,印尼,社交媒体,35.0,8,914.36,3,5,5,一般挽留用户
U07690,泰国,自然搜索,30.0,5,914.09,3,4,5,一般挽留用户
U07454,菲律宾,自然搜索,8.0,10,913.98,3,5,5,一般挽留用户
U05994,泰国,内容营销,265.0,5,913.82,1,4,5,重要保持用户
U04645,印尼,付费广告,82.0,8,913.23,2,5,5,重要保持用户
U05116,越南,付费广告,17.0,10,911.77,3,5,5,一般挽留用户
U07138,印尼,付费广告,29.0,9,911.73,3,5,5,一般挽留用户
U00456,泰国,社交媒体,9.0,5,911.66,3,4,5,一般挽留用户
U06260,泰国,付费广告,81.0,5,911.62,2,4,5,重要保持用户
U02991,菲律宾,社交媒体,28.0,10,910.58,3,5,5,一般挽留用户
U04877,印尼,社交媒体,123.0,9,910.12,2,5,5,重要保持用户
U07224,菲律宾,自然搜索,74.0,10,908.45,2,5,5,重要保持用户
U04502,越南,自然搜索,19.0,10,907.02,3,5,5,一般挽留用户
U00792,印尼,自然搜索,7.0,8,905.24,3,5,5,一般挽留用户
U05952,菲律宾,内容营销,37.0,9,905.1,3,5,5,一般挽留用户
U00734,越南,付费广告,56.0,9,904.99,2,5,5,重要保持用户
U06550,越南,付费广告,23.0,10,904.22,3,5,5,一般挽留用户
U05058,印尼,KOL推荐,8.0,9,903.27,3,5,5,一般挽留用户
U00233,印尼,社交媒体,52.0,8,902.85,2,5,5,重要保持用户
U06461,印尼,KOL推荐,34.0,8,900.99,3,5,5,一般挽留用户
U03504,菲律宾,付费广告,94.0,9,899.56,2,5,5,重要保持用户
U02399,印尼,付费广告,175.0,9,899.32,1,5,5,重要保持用户
U06671,菲律宾,内容营销,1.0,10,898.41,3,5,5,一般挽留用户
U03418,泰国,KOL推荐,34.0,5,898.22,3,4,5,一般挽留用户
U00771,菲律宾,付费广告,35.0,9,895.99,3,5,5,一般挽留用户
U03639,泰国,付费广告,159.0,5,894.26,2,4,5,重要保持用户
U01885,越南,社交媒体,58.0,9,893.94,2,5,5,重要保持用户
U07265,泰国,付费广告,185.0,5,893.28,1,4,5,重要保持用户
U03104,越南,社交媒体,65.0,10,893.05,2,5,5,重要保持用户
U07066,泰国,自然搜索,1.0,5,891.78,3,4,5,一般挽留用户
U02665,越南,自然搜索,103.0,10,890.61,2,5,5,重要保持用户
U04192,印尼,内容营销,151.0,7,889.38,2,5,5,重要保持用户
U02844,印尼,自然搜索,22.0,8,889.17,3,5,5,一般挽留用户
U07967,泰国,付费广告,116.0,5,888.86,2,4,5,重要保持用户
U01802,越南,自然搜索,55.0,10,887.45,2,5,5,重要保持用户
U03135,印尼,自然搜索,325.0,8,883.75,1,5,5,重要保持用户
U06987,印尼,KOL推荐,48.0,8,882.99,3,5,5,一般挽留用户
U02558,泰国,付费广告,276.0,4,882.83,1,4,5,重要保持用户
U03847,印尼,KOL推荐,131.0,7,882.58,2,5,5,重要保持用户
U01375,菲律宾,自然搜索,220.0,9,882.49,1,5,5,重要保持用户
U06968,印尼,付费广告,88.0,7,878.26,2,5,5,重要保持用户
U03678,菲律宾,付费广告,95.0,9,877.8,2,5,5,重要保持用户
U04173,印尼,内容营销,5.0,7,876.69,3,5,5,一般挽留用户
U05281,印尼,自然搜索,13.0,8,876.62,3,5,5,一般挽留用户
U05199,越南,自然搜索,5.0,10,875.14,3,5,5,一般挽留用户
U03057,泰国,内容营销,474.0,5,874.38,1,4,5,重要保持用户
U04727,菲律宾,KOL推荐,106.0,10,874.12,2,5,5,重要保持用户
U03011,越南,社交媒体,20.0,10,874.05,3,5,5,一般挽留用户
U01489,越南,付费广告,15.0,9,873.47,3,5,5,一般挽留用户
U07302,越南,自然搜索,13.0,9,873.44,3,5,5,一般挽留用户
U05395,越南,自然搜索,55.0,10,873.17,2,5,5,重要保持用户
U00404,越南,付费广告,78.0,10,872.45,2,5,5,重要保持用户
U00521,越南,付费广告,37.0,10,872.08,3,5,5,一般挽留用户
U04441,菲律宾,社交媒体,38.0,8,871.95,3,5,5,一般挽留用户
U00857,印尼,自然搜索,199.0,8,871.54,1,5,5,重要保持用户
U02572,越南,付费广告,168.0,9,870.18,2,5,5,重要保持用户
U07639,泰国,KOL推荐,288.0,4,870.15,1,4,5,重要保持用户
U00755,菲律宾,内容营销,105.0,9,869.87,2,5,5,重要保持用户
U00235,印尼,付费广告,56.0,7,869.69,2,5,5,重要保持用户
U02299,越南,KOL推荐,49.0,9,869.47,3,5,5,一般挽留用户
U00689,泰国,自然搜索,166.0,5,868.96,2,4,5,重要保持用户
U05453,越南,自然搜索,76.0,10,868.24,2,5,5,重要保持用户
U03082,泰国,付费广告,79.0,4,868.18,2,4,5,重要保持用户
U02974,越南,社交媒体,117.0,9,867.87,2,5,5,重要保持用户
U04631,越南,自然搜索,235.0,10,866.44,1,5,5,重要保持用户
U01344,印尼,自然搜索,107.0,8,865.86,2,5,5,重要保持用户
U07827,越南,社交媒体,11.0,10,865.39,3,5,5,一般挽留用户
U06521,泰国,内容营销,130.0,5,865.2,2,4,5,重要保持用户
U01246,泰国,付费广告,214.0,5,865.03,1,4,5,重要保持用户
U07424,越南,内容营销,75.0,10,864.71,2,5,5,重要保持用户
U06723,越南,付费广告,159.0,10,864.68,2,5,5,重要保持用户
U01148,菲律宾,付费广告,215.0,9,864.66,1,5,5,重要保持用户
U07249,菲律宾,付费广告,4.0,8,864.59,3,5,5,一般挽留用户
U00367,马来西亚,KOL推荐,224.0,6,864.35,1,4,5,重要保持用户
U04722,泰国,内容营销,253.0,5,863.84,1,4,5,重要保持用户
U03705,菲律宾,社交媒体,253.0,8,861.75,1,5,5,重要保持用户
U03068,越南,付费广告,160.0,10,861.39,2,5,5,重要保持用户
U05272,越南,自然搜索,105.0,10,860.85,2,5,5,重要保持用户
U05973,菲律宾,内容营销,31.0,10,860.31,3,5,5,一般挽留用户
U07070,越南,内容营销,6.0,9,859.7,3,5,5,一般挽留用户
U00450,菲律宾,社交媒体,50.0,10,859.21,2,5,5,重要保持用户
U05183,马来西亚,自然搜索,83.0,5,858.41,2,4,5,重要保持用户
U03933,泰国,自然搜索,12.0,4,857.92,3,4,5,一般挽留用户
U03703,菲律宾,付费广告,3.0,8,857.76,3,5,5,一般挽留用户
U00428,越南,付费广告,141.0,9,853.5,2,5,5,重要保持用户
U06580,菲律宾,付费广告,37.0,8,853.47,3,5,5,一般挽留用户
U01471,印尼,社交媒体,45.0,7,851.51,3,5,5,一般挽留用户
U07576,印尼,付费广告,109.0,7,848.5,2,5,5,重要保持用户
U02750,越南,付费广告,43.0,9,848.11,3,5,5,一般挽留用户
U03490,泰国,内容营销,14.0,5,847.11,3,4,5,一般挽留用户
U02958,越南,社交媒体,12.0,9,847.11,3,5,5,一般挽留用户
U06400,印尼,自然搜索,122.0,8,847.09,2,5,5,重要保持用户
U07234,越南,自然搜索,34.0,9,846.44,3,5,5,一般挽留用户
U04114,印尼,内容营销,91.0,9,845.8,2,5,5,重要保持用户
U00919,泰国,社交媒体,29.0,5,845.5,3,4,5,一般挽留用户
U05112,印尼,自然搜索,36.0,7,843.88,3,5,5,一般挽留用户
U05059,越南,付费广告,66.0,9,842.78,2,5,5,重要保持用户
U06268,越南,内容营销,99.0,9,839.98,2,5,5,重要保持用户
U05513,印尼,社交媒体,72.0,8,839.86,2,5,5,重要保持用户
U00357,印尼,付费广告,335.0,7,839.48,1,5,5,重要保持用户
U03332,泰国,内容营销,47.0,5,839.4,3,4,5,一般挽留用户
U01996,马来西亚,内容营销,339.0,5,839.0,1,4,5,重要保持用户
U02346,印尼,付费广告,39.0,8,838.99,3,5,5,一般挽留用户
U03479,越南,KOL推荐,22.0,9,838.08,3,5,5,一般挽留用户
U03275,菲律宾,付费广告,27.0,8,835.24,3,5,5,一般挽留用户
U04795,越南,内容营销,38.0,10,834.5,3,5,5,一般挽留用户
U04017,菲律宾,KOL推荐,109.0,9,832.09,2,5,5,重要保持用户
U05615,菲律宾,社交媒体,4.0,9,832.07,3,5,5,一般挽留用户
U03713,印尼,付费广告,52.0,7,827.97,2,5,5,重要保持用户
U05968,马来西亚,KOL推荐,50.0,5,827.37,2,4,5,重要保持用户
U04918,菲律宾,自然搜索,74.0,8,824.38,2,5,5,重要保持用户
U07433,泰国,社交媒体,106.0,5,824.04,2,4,5,重要保持用户
U02287,越南,自然搜索,120.0,9,823.08,2,5,5,重要保持用户
U03979,越南,付费广告,27.0,9,822.48,3,5,5,一般挽留用户
U02990,泰国,社交媒体,23.0,4,821.52,3,4,5,一般挽留用户
U05476,越南,自然搜索,178.0,9,820.77,1,5,5,重要保持用户
U02689,越南,自然搜索,67.0,9,820.68,2,5,5,重要保持用户
U01253,泰国,付费广告,210.0,4,820.52,1,4,5,重要保持用户
U05345,印尼,付费广告,143.0,8,820.25,2,5,5,重要保持用户
U02433,越南,付费广告,40.0,9,820.14,3,5,5,一般挽留用户
U05681,印尼,KOL推荐,28.0,7,820.07,3,5,5,一般挽留用户
U00141,越南,社交媒体,2.0,9,819.17,3,5,5,一般挽留用户
U03988,越南,KOL推荐,35.0,10,818.37,3,5,5,一般挽留用户
U01274,印尼,社交媒体,111.0,7,818.09,2,5,5,重要保持用户
U01641,菲律宾,付费广告,56.0,9,817.65,2,5,5,重要保持用户
U05102,印尼,自然搜索,33.0,8,816.26,3,5,5,一般挽留用户
U06442,印尼,自然搜索,60.0,6,814.59,2,4,5,重要保持用户
U01771,菲律宾,付费广告,21.0,9,813.87,3,5,5,一般挽留用户
U02984,印尼,付费广告,100.0,7,813.68,2,5,5,重要保持用户
U01729,印尼,自然搜索,48.0,7,812.2,3,5,5,一般挽留用户
U05212,越南,自然搜索,128.0,9,812.14,2,5,5,重要保持用户
U02604,泰国,付费广告,169.0,4,811.74,2,4,5,重要保持用户
U01877,印尼,付费广告,67.0,8,811.0,2,5,4,重要保持用户
U06700,印尼,内容营销,174.0,7,810.96,1,5,4,重要保持用户
U03718,越南,付费广告,46.0,9,809.86,3,5,4,一般挽留用户
U02720,菲律宾,社交媒体,236.0,9,808.1,1,5,4,重要保持用户
U04330,越南,社交媒体,39.0,9,806.05,3,5,4,一般挽留用户
U01795,泰国,社交媒体,106.0,5,805.79,2,4,4,重要保持用户
U04972,印尼,KOL推荐,7.0,7,803.81,3,5,4,一般挽留用户
U01614,越南,内容营销,7.0,9,802.79,3,5,4,一般挽留用户
U07206,越南,KOL推荐,123.0,9,801.72,2,5,4,重要保持用户
U07467,印尼,社交媒体,20.0,7,801.54,3,5,4,一般挽留用户
U07331,菲律宾,内容营销,51.0,8,801.3,2,5,4,重要保持用户
U02654,菲律宾,付费广告,6.0,9,799.29,3,5,4,一般挽留用户
U03753,印尼,自然搜索,133.0,7,798.86,2,5,4,重要保持用户
U00351,菲律宾,自然搜索,102.0,8,798.85,2,5,4,重要保持用户
U05878,越南,社交媒体,3.0,8,798.85,3,5,4,一般挽留用户
U02412,印尼,自然搜索,40.0,7,798.39,3,5,4,一般挽留用户
U06955,越南,社交媒体,25.0,9,797.83,3,5,4,一般挽留用户
U05038,印尼,社交媒体,56.0,7,796.78,2,5,4,重要保持用户
U04106,马来西亚,KOL推荐,38.0,5,795.97,3,4,4,一般挽留用户
U01087,泰国,内容营销,173.0,4,793.79,2,4,4,重要保持用户
U07131,越南,内容营销,18.0,8,792.87,3,5,4,一般挽留用户
U00300,泰国,KOL推荐,200.0,4,792.25,1,4,4,重要保持用户
U04019,泰国,自然搜索,102.0,4,791.77,2,4,4,重要保持用户
U01200,菲律宾,内容营销,129.0,8,791.45,2,5,4,重要保持用户
U00414,印尼,自然搜索,206.0,7,791.15,1,5,4,重要保持用户
U02575,印尼,内容营销,7.0,7,790.14,3,5,4,一般挽留用户
U07317,印尼,自然搜索,2.0,7,790.12,3,5,4,一般挽留用户
U02465,泰国,付费广告,240.0,4,789.75,1,4,4,重要保持用户
U01010,泰国,付费广告,26.0,4,789.26,3,4,4,一般挽留用户
U00929,越南,内容营销,32.0,9,788.96,3,5,4,一般挽留用户
U07665,越南,KOL推荐,13.0,9,787.62,3,5,4,一般挽留用户
U05061,马来西亚,付费广告,82.0,5,787.56,2,4,4,重要保持用户
U07584,印尼,自然搜索,49.0,7,785.13,2,5,4,重要保持用户
U03427,印尼,社交媒体,153.0,7,784.97,2,5,4,重要保持用户
U01533,越南,KOL推荐,210.0,8,784.37,1,5,4,重要保持用户
U02722,菲律宾,付费广告,40.0,8,784.21,3,5,4,一般挽留用户
U07521,印尼,内容营销,89.0,7,782.93,2,5,4,重要保持用户
U07873,菲律宾,付费广告,75.0,8,781.84,2,5,4,重要保持用户
U06710,泰国,付费广告,32.0,4,781.84,3,4,4,一般挽留用户
U05468,菲律宾,自然搜索,45.0,9,780.69,3,5,4,一般挽留用户
U02748,菲律宾,付费广告,265.0,8,780.47,1,5,4,重要保持用户
U07763,印尼,自然搜索,193.0,7,780.26,1,5,4,重要保持用户
U03020,越南,社交媒体,49.0,8,779.41,2,5,4,重要保持用户
U01770,越南,KOL推荐,5.0,9,779.36,3,5,4,一般挽留用户
U05407,越南,内容营销,153.0,8,779.3,2,5,4,重要保持用户
U07943,泰国,自然搜索,5.0,4,778.84,3,4,4,一般挽留用户
U02196,越南,社交媒体,114.0,9,778.66,2,5,4,重要保持用户
U00696,越南,内容营销,229.0,9,776.2,1,5,4,重要保持用户
U04905,泰国,社交媒体,207.0,5,774.53,1,4,4,重要保持用户
U02385,印尼,自然搜索,29.0,7,774.1,3,5,4,一般挽留用户
U01082,越南,付费广告,16.0,9,773.9,3,5,4,一般挽留用户
U05621,马来西亚,付费广告,340.0,4,773.18,1,4,4,重要保持用户
U05227,菲律宾,社交媒体,65.0,8,772.92,2,5,4,重要保持用户
U07077,印尼,付费广告,376.0,7,772.58,1,5,4,重要保持用户
U02203,泰国,付费广告,153.0,4,772.38,2,4,4,重要保持用户
U01964,印尼,付费广告,39.0,7,770.59,3,5,4,一般挽留用户
U04866,越南,付费广告,28.0,9,769.92,3,5,4,一般挽留用户
U03310,印尼,自然搜索,86.0,7,768.64,2,5,4,重要保持用户
U00086,印尼,内容营销,20.0,7,768.26,3,5,4,一般挽留用户
U04010,泰国,内容营销,30.0,4,766.77,3,4,4,一般挽留用户
U04641,越南,社交媒体,189.0,8,766.76,1,5,4,重要保持用户
U02101,印尼,社交媒体,97.0,7,765.57,2,5,4,重要保持用户
U06447,印尼,付费广告,83.0,7,765.37,2,5,4,重要保持用户
U03731,马来西亚,自然搜索,77.0,4,764.13,2,4,4,重要保持用户
U05843,泰国,自然搜索,26.0,4,762.47,3,4,4,一般挽留用户
U00163,印尼,付费广告,43.0,7,762.26,3,5,4,一般挽留用户
U04241,越南,自然搜索,36.0,10,761.77,3,5,4,一般挽留用户
U00439,泰国,付费广告,24.0,4,761.75,3,4,4,一般挽留用户
U07538,越南,付费广告,76.0,9,760.74,2,5,4,重要保持用户
U04334,越南,付费广告,72.0,9,760.47,2,5,4,重要保持用户
U05619,泰国,自然搜索,248.0,4,758.88,1,4,4,重要保持用户
U04125,印尼,内容营销,83.0,7,758.39,2,5,4,重要保持用户
U02709,越南,自然搜索,29.0,8,757.48,3,5,4,一般挽留用户
U06374,泰国,内容营销,78.0,4,757.15,2,4,4,重要保持用户
U00723,印尼,付费广告,223.0,6,756.77,1,4,4,重要保持用户
U06817,马来西亚,付费广告,52.0,4,755.72,2,4,4,重要保持用户
U03865,越南,自然搜索,21.0,9,754.4,3,5,4,一般挽留用户
U00517,菲律宾,内容营销,312.0,8,753.85,1,5,4,重要保持用户
U04277,越南,社交媒体,13.0,9,753.62,3,5,4,一般挽留用户
U05249,印尼,付费广告,25.0,7,752.32,3,5,4,一般挽留用户
U05803,菲律宾,付费广告,125.0,7,751.99,2,5,4,重要保持用户
U00829,越南,付费广告,54.0,9,750.81,2,5,4,重要保持用户
U02368,越南,社交媒体,37.0,8,750.53,3,5,4,一般挽留用户
U02323,越南,自然搜索,7.0,9,749.69,3,5,4,一般挽留用户
U00813,马来西亚,付费广告,226.0,4,749.37,1,4,4,重要保持用户
U07043,泰国,社交媒体,424.0,4,748.67,1,4,4,重要保持用户
U02971,泰国,内容营销,180.0,4,748.56,1,4,4,重要保持用户
U01632,印尼,自然搜索,52.0,7,748.4,2,5,4,重要保持用户
U00518,马来西亚,付费广告,11.0,5,747.45,3,4,4,一般挽留用户
U06252,越南,付费广告,16.0,8,746.99,3,5,4,一般挽留用户
U04306,印尼,付费广告,82.0,7,746.56,2,5,4,重要保持用户
U04834,印尼,付费广告,28.0,6,745.57,3,4,4,一般挽留用户
U04533,越南,付费广告,91.0,9,745.45,2,5,4,重要保持用户
U00258,印尼,社交媒体,177.0,7,745.43,1,5,4,重要保持用户
U02708,泰国,社交媒体,91.0,4,745.34,2,4,4,重要保持用户
U00420,菲律宾,社交媒体,31.0,8,743.84,3,5,4,一般挽留用户
U05382,越南,社交媒体,96.0,8,742.8,2,5,4,重要保持用户
U02490,越南,自然搜索,36.0,8,742.26,3,5,4,一般挽留用户
U06480,印尼,自然搜索,266.0,7,740.71,1,5,4,重要保持用户
U03367,越南,内容营销,91.0,8,739.61,2,5,4,重要保持用户
U01854,马来西亚,内容营销,348.0,5,737.41,1,4,4,重要保持用户
U07423,越南,社交媒体,208.0,8,736.32,1,5,4,重要保持用户
U00196,印尼,社交媒体,34.0,6,735.42,3,4,4,一般挽留用户
U00412,马来西亚,付费广告,74.0,4,735.08,2,4,4,重要保持用户
U00558,菲律宾,KOL推荐,36.0,7,735.03,3,5,4,一般挽留用户
U02453,越南,内容营销,117.0,8,733.54,2,5,4,重要保持用户
U07920,印尼,内容营销,6.0,6,732.69,3,4,4,一般挽留用户
U02303,越南,内容营销,38.0,8,732.49,3,5,4,一般挽留用户
U05528,越南,付费广告,103.0,9,732.44,2,5,4,重要保持用户
U06637,印尼,付费广告,12.0,6,731.97,3,4,4,一般挽留用户
