user_id,recency_days,frequency,monetary,segment,R_score,F_score,M_score
U00528,128,2,62.42999999999999,一般挽留用户,2,1,1
U00529,45,2,156.41,一般发展用户,3,1,1
U00530,9,25,7125.71,重要价值用户,5,5,5
U00531,202,1,39.24,一般挽留用户,1,1,1
U00532,116,4,2023.85,重要挽留用户,2,3,4
U00533,19,8,1400.46,重要价值用户,4,4,3
U00534,156,1,74.59,一般挽留用户,1,1,1
U00535,17,8,2847.93,重要价值用户,4,4,4
U00536,28,6,2660.17,重要价值用户,4,3,4
U00537,41,3,182.66,一般发展用户,3,2,1
U00538,26,5,1568.35,重要价值用户,4,3,3
U00539,16,9,1491.03,重要价值用户,4,4,3
U00540,64,3,515.02,一般挽留用户,3,2,2
U00541,5,8,2565.64,重要价值用户,5,4,4
U00542,154,2,164.93,一般挽留用户,1,1,1
U00543,15,24,9018.53,重要价值用户,4,5,5
U00544,29,8,2149.39,重要价值用户,4,4,4
U00545,89,8,2188.49,重要保持用户,2,4,4
U00546,10,8,5814.62,重要价值用户,5,4,5
U00547,17,3,348.28,一般发展用户,4,2,2
U00548,89,1,240.88,一般挽留用户,2,1,2
U00549,88,6,2025.4,重要保持用户,2,3,4
U00550,5,27,14014.58,重要价值用户,5,5,5
U00551,337,1,31.82,一般挽留用户,1,1,1
U00552,24,1,88.59,一般发展用户,4,1,1
U00553,153,2,109.98,一般挽留用户,1,1,1
U00554,66,8,3482.83,重要保持用户,3,4,4
U00555,4,4,945.0699999999999,一般发展用户,5,3,3
U00556,31,18,8397.64,重要价值用户,4,5,5
U00557,44,7,2938.04,重要价值用户,3,4,4
U00558,3,25,10844.62,重要价值用户,5,5,5
U00559,235,1,117.96,一般挽留用户,1,1,1
U00560,75,2,253.25,一般挽留用户,2,1,2
U00561,67,13,7159.84,重要保持用户,2,5,5
U00562,140,3,634.14,一般挽留用户,1,2,3
U00563,181,1,108.02,一般挽留用户,1,1,1
U00564,42,9,4143.34,重要价值用户,3,4,4
U00565,16,5,1715.56,重要价值用户,4,3,4
U00566,14,21,13579.19,重要价值用户,5,5,5
U00567,3,8,2014.85,重要价值用户,5,4,4
U00568,31,6,1974.8000000000002,重要价值用户,4,3,4
U00569,311,1,123.11,一般挽留用户,1,1,1
U00570,6,22,10965.47,重要价值用户,5,5,5
U00571,15,9,2269.36,重要价值用户,4,4,4
U00572,168,2,372.18,一般挽留用户,1,1,2
U00573,66,6,1694.16,重要保持用户,3,3,3
U00574,38,2,97.81,一般发展用户,3,1,1
U00575,46,7,3572.84,重要价值用户,3,4,4
U00576,24,4,1290.45,重要发展用户,4,3,3
U00577,122,3,302.29,一般挽留用户,2,2,2
U00578,24,3,308.85,一般发展用户,4,2,2
U00579,127,2,530.3499999999999,一般挽留用户,2,1,2
U00580,20,3,472.46,一般发展用户,4,2,2
U00581,164,1,93.89,一般挽留用户,1,1,1
U00582,17,3,376.22,一般发展用户,4,2,2
U00583,24,2,406.72,一般发展用户,4,1,2
U00584,108,2,126.39,一般挽留用户,2,1,1
U00585,48,6,2181.08,重要保持用户,3,3,4
U00586,12,25,17215.84,重要价值用户,5,5,5
U00587,5,8,1372.36,重要价值用户,5,4,3
U00588,16,3,141.26,一般发展用户,4,2,1
U00589,68,4,1133.78,一般挽留用户,2,3,3
U00590,48,9,2973.13,重要保持用户,3,4,4
U00591,38,25,13015.94,重要价值用户,3,5,5
U00592,14,7,1269.31,重要价值用户,5,4,3
U00593,158,2,110.68,一般挽留用户,1,1,1
U00594,72,5,1821.83,重要保持用户,2,3,4
U00595,28,7,1330.45,重要价值用户,4,4,3
U00596,6,2,204.91000000000003,一般发展用户,5,1,2
U00597,25,18,9150.79,重要价值用户,4,5,5
U00598,18,5,1784.38,重要价值用户,4,3,4
U00599,29,17,11814.18,重要价值用户,4,5,5
U00600,19,7,3662.43,重要价值用户,4,4,4
U00601,24,9,1810.66,重要价值用户,4,4,4
U00602,2,26,6868.86,重要价值用户,5,5,5
U00603,27,6,1334.89,重要价值用户,4,3,3
U00604,5,5,1817.4099999999999,重要价值用户,5,3,4
U00605,335,2,101.63,一般挽留用户,1,1,1
U00606,10,10,7351.950000000001,重要价值用户,5,5,5
U00607,180,1,98.35,一般挽留用户,1,1,1
U00608,108,3,243.66,一般挽留用户,2,2,2
U00609,62,9,3614.42,重要保持用户,3,4,4
U00610,14,21,9254.2,重要价值用户,5,5,5
U00611,365,1,209.58,一般挽留用户,1,1,2
U00612,17,3,187.75,一般发展用户,4,2,2
U00613,93,1,34.64,一般挽留用户,2,1,1
U00614,23,3,130.0,一般发展用户,4,2,1
U00615,255,2,155.45,一般挽留用户,1,1,1
U00616,31,20,7940.36,重要价值用户,4,5,5
U00617,194,1,61.05,一般挽留用户,1,1,1
U00618,159,1,55.31,一般挽留用户,1,1,1
U00619,28,4,834.9300000000001,一般发展用户,4,3,3
U00620,10,7,1147.96,重要价值用户,5,4,3
U00621,49,20,5788.92,重要保持用户,3,5,5
U00622,56,6,1952.47,重要保持用户,3,3,4
U00623,52,3,164.7,一般挽留用户,3,2,1
U00624,72,10,3929.34,重要保持用户,2,5,4
U00625,112,4,1007.9300000000001,一般挽留用户,2,3,3
U00626,71,3,475.28,一般挽留用户,2,2,2
U00627,42,6,2117.2,重要价值用户,3,3,4
U00628,81,4,895.87,一般挽留用户,2,3,3
U00629,24,11,9434.35,重要价值用户,4,5,5
U00630,81,3,344.81,一般挽留用户,2,2,2
U00631,33,6,1463.1,重要价值用户,3,3,3
U00632,31,2,428.74,一般发展用户,4,1,2
U00633,95,3,1215.97,重要挽留用户,2,2,3
U00634,81,5,2174.42,重要保持用户,2,3,4
U00635,3,3,533.46,一般发展用户,5,2,2
U00636,87,2,226.23000000000002,一般挽留用户,2,1,2
U00637,253,3,252.92000000000002,一般挽留用户,1,2,2
U00638,134,3,148.62,一般挽留用户,2,2,1
U00639,39,8,3876.3100000000004,重要价值用户,3,4,4
U00640,15,22,16138.92,重要价值用户,4,5,5
U00641,297,2,190.47,一般挽留用户,1,1,2
U00642,11,19,9110.21,重要价值用户,5,5,5
U00643,50,9,2923.28,重要保持用户,3,4,4
U00644,235,2,163.85,一般挽留用户,1,1,1
U00645,29,3,1374.57,重要发展用户,4,2,3
U00646,85,4,994.74,一般挽留用户,2,3,3
U00647,73,1,84.22,一般挽留用户,2,1,1
U00648,10,9,1621.07,重要价值用户,5,4,3
U00649,162,3,166.34,一般挽留用户,1,2,1
U00650,83,4,548.81,一般挽留用户,2,3,3
U00651,27,7,3687.75,重要价值用户,4,4,4
U00652,1,14,4731.7,重要价值用户,5,5,5
U00653,2,9,2277.42,重要价值用户,5,4,4
U00654,170,3,210.91,一般挽留用户,1,2,2
U00655,81,8,4749.04,重要保持用户,2,4,5
U00656,200,1,194.1,一般挽留用户,1,1,2
U00657,36,7,1724.6,重要价值用户,3,4,4
U00658,102,1,72.22,一般挽留用户,2,1,1
U00659,70,3,2020.6,重要挽留用户,2,2,4
U00660,284,1,82.23,一般挽留用户,1,1,1
U00661,19,7,2219.46,重要价值用户,4,4,4
U00662,13,1,67.18,一般发展用户,5,1,1
U00663,106,2,163.35,一般挽留用户,2,1,1
U00664,76,1,136.1,一般挽留用户,2,1,1
U00665,93,3,700.04,一般挽留用户,2,2,3
U00666,91,3,568.32,一般挽留用户,2,2,3
U00667,8,8,2400.13,重要价值用户,5,4,4
U00668,5,20,18260.94,重要价值用户,5,5,5
U00669,113,12,9625.13,重要保持用户,2,5,5
U00670,46,15,7511.7699999999995,重要价值用户,3,5,5
U00671,110,2,314.7,一般挽留用户,2,1,2
U00672,17,2,191.82,一般发展用户,4,1,2
U00673,24,2,283.73,一般发展用户,4,1,2
U00674,35,19,12254.630000000001,重要价值用户,3,5,5
U00675,251,1,69.34,一般挽留用户,1,1,1
U00676,37,2,275.56,一般发展用户,3,1,2
U00677,101,4,862.77,一般挽留用户,2,3,3
U00678,109,5,1482.6399999999999,重要保持用户,2,3,3
U00679,68,2,234.32,一般挽留用户,2,1,2
U00680,3,20,21067.86,重要价值用户,5,5,5
U00681,77,7,3047.21,重要保持用户,2,4,4
U00682,72,2,199.38,一般挽留用户,2,1,2
U00683,289,1,124.75,一般挽留用户,1,1,1
U00684,281,1,78.36,一般挽留用户,1,1,1
U00685,215,3,1784.81,重要挽留用户,1,2,4
U00686,59,13,12048.68,重要保持用户,3,5,5
U00687,21,8,2955.72,重要价值用户,4,4,4
U00688,44,2,364.1,一般发展用户,3,1,2
U00689,45,21,23805.44,重要价值用户,3,5,5
U00690,92,5,2676.39,重要保持用户,2,3,4
U00691,12,5,2197.98,重要价值用户,5,3,4
U00692,287,2,145.84,一般挽留用户,1,1,1
U00693,9,22,18951.28,重要价值用户,5,5,5
U00694,114,4,557.98,一般挽留用户,2,3,3
U00695,25,6,2899.9700000000003,重要价值用户,4,3,4
U00696,45,3,442.38,一般发展用户,3,2,2
U00697,177,1,178.2,一般挽留用户,1,1,1
U00698,49,8,1406.64,重要保持用户,3,4,3
U00699,177,5,799.63,一般保持用户,1,3,3
U00700,151,1,87.19,一般挽留用户,1,1,1
U00701,121,2,89.98,一般挽留用户,2,1,1
U00702,87,2,84.52000000000001,一般挽留用户,2,1,1
U00703,98,6,1850.3799999999999,重要保持用户,2,3,4
U00704,24,5,2667.08,重要价值用户,4,3,4
U00705,325,1,202.62,一般挽留用户,1,1,2
U00706,43,9,1028.27,一般价值用户,3,4,3
U00707,313,1,188.22,一般挽留用户,1,1,2
U00708,108,2,82.04,一般挽留用户,2,1,1
U00709,86,1,63.73,一般挽留用户,2,1,1
U00710,16,9,3893.66,重要价值用户,4,4,4
U00711,17,15,8196.68,重要价值用户,4,5,5
U00712,58,3,389.15,一般挽留用户,3,2,2
U00713,65,3,208.85,一般挽留用户,3,2,2
U00714,21,23,21385.04,重要价值用户,4,5,5
U00715,182,2,162.67000000000002,一般挽留用户,1,1,1
U00716,155,1,48.74,一般挽留用户,1,1,1
U00717,37,20,9373.38,重要价值用户,3,5,5
U00718,238,2,171.34,一般挽留用户,1,1,1
U00719,38,2,282.21000000000004,一般发展用户,3,1,2
U00720,232,3,296.04999999999995,一般挽留用户,1,2,2
U00721,65,5,1090.33,一般保持用户,3,3,3
U00722,82,4,1025.37,一般挽留用户,2,3,3
U00723,4,20,13242.2,重要价值用户,5,5,5
U00724,22,25,23678.93,重要价值用户,4,5,5
U00725,265,1,187.09,一般挽留用户,1,1,1
U00726,23,13,3830.71,重要价值用户,4,5,4
U00727,8,18,7815.09,重要价值用户,5,5,5
U00728,345,1,161.97,一般挽留用户,1,1,1
U00729,205,1,59.35,一般挽留用户,1,1,1
U00730,30,3,1632.6399999999999,重要发展用户,4,2,3
U00731,164,1,24.86,一般挽留用户,1,1,1
U00732,55,3,1154.93,重要挽留用户,3,2,3
U00733,164,2,189.19,一般挽留用户,1,1,2
U00734,46,2,361.46000000000004,一般发展用户,3,1,2
U00735,20,2,281.7,一般发展用户,4,1,2
U00736,233,1,153.28,一般挽留用户,1,1,1
U00737,19,6,1555.81,重要价值用户,4,3,3
U00738,146,2,221.7,一般挽留用户,1,1,2
U00739,5,26,17768.02,重要价值用户,5,5,5
U00740,35,17,11631.92,重要价值用户,3,5,5
U00741,7,2,284.15,一般发展用户,5,1,2
U00742,15,4,665.5799999999999,一般发展用户,4,3,3
U00743,35,4,1443.57,重要发展用户,3,3,3
U00744,238,3,810.5799999999999,一般挽留用户,1,2,3
U00745,62,5,2199.7,重要保持用户,3,3,4
U00746,125,1,72.18,一般挽留用户,2,1,1
U00747,231,3,482.28999999999996,一般挽留用户,1,2,2
U00748,1,19,10335.09,重要价值用户,5,5,5
U00749,87,9,1828.31,重要保持用户,2,4,4
U00750,1,22,13753.12,重要价值用户,5,5,5
U00751,72,20,12662.35,重要保持用户,2,5,5
U00752,22,13,11313.04,重要价值用户,4,5,5
U00753,6,8,2899.2200000000003,重要价值用户,5,4,4
U00754,64,6,692.53,一般保持用户,3,3,3
U00755,54,16,6383.400000000001,重要保持用户,3,5,5
U00756,48,8,2697.92,重要保持用户,3,4,4
U00757,138,2,203.94,一般挽留用户,1,1,2
U00758,24,5,1350.13,重要价值用户,4,3,3
U00759,6,5,1331.0,重要价值用户,5,3,3
U00760,57,1,208.35,一般挽留用户,3,1,2
U00761,9,25,11351.07,重要价值用户,5,5,5
U00762,84,9,2620.48,重要保持用户,2,4,4
U00763,100,4,801.67,一般挽留用户,2,3,3
U00764,168,7,2294.67,重要保持用户,1,4,4
U00765,322,2,322.14,一般挽留用户,1,1,2
U00766,134,2,428.95000000000005,一般挽留用户,2,1,2
U00767,127,1,61.53,一般挽留用户,2,1,1
U00768,106,2,178.89999999999998,一般挽留用户,2,1,1
U00769,86,1,87.95,一般挽留用户,2,1,1
U00770,37,11,7067.6,重要价值用户,3,5,5
U00771,42,3,264.11,一般发展用户,3,2,2
U00772,156,2,232.97,一般挽留用户,1,1,2
U00773,129,8,1563.25,重要保持用户,2,4,3
U00774,3,17,16045.869999999999,重要价值用户,5,5,5
U00775,8,9,2853.5,重要价值用户,5,4,4
U00776,28,22,12364.27,重要价值用户,4,5,5
U00777,39,3,820.98,一般发展用户,3,2,3
U00778,1,23,19095.77,重要价值用户,5,5,5
U00779,20,9,5055.3,重要价值用户,4,4,5
U00780,253,1,137.85,一般挽留用户,1,1,1
U00781,14,17,10389.87,重要价值用户,5,5,5
U00782,240,3,213.65,一般挽留用户,1,2,2
U00783,87,4,549.7,一般挽留用户,2,3,3
U00784,59,17,7960.2,重要保持用户,3,5,5
U00785,25,6,2257.63,重要价值用户,4,3,4
U00786,76,6,3542.8999999999996,重要保持用户,2,3,4
U00787,63,8,1683.44,重要保持用户,3,4,3
U00788,10,9,2290.54,重要价值用户,5,4,4
U00789,13,9,2744.85,重要价值用户,5,4,4
U00790,246,1,58.75,一般挽留用户,1,1,1
U00791,238,2,154.8,一般挽留用户,1,1,1
U00792,57,3,214.57999999999998,一般挽留用户,3,2,2
U00793,12,8,2711.26,重要价值用户,5,4,4
U00794,40,24,8891.77,重要价值用户,3,5,5
U00795,59,19,15185.21,重要保持用户,3,5,5
U00796,14,7,1362.41,重要价值用户,5,4,3
U00797,46,4,916.27,一般发展用户,3,3,3
U00798,220,2,432.21000000000004,一般挽留用户,1,1,2
U00799,150,8,1776.97,重要保持用户,1,4,4
U00800,8,7,2425.38,重要价值用户,5,4,4
U00801,129,3,242.0,一般挽留用户,2,2,2
U00802,89,3,215.74,一般挽留用户,2,2,2
U00803,55,6,1952.3600000000001,重要保持用户,3,3,4
U00804,155,2,269.34,一般挽留用户,1,1,2
U00805,136,3,448.89,一般挽留用户,1,2,2
U00806,23,12,12856.39,重要价值用户,4,5,5
U00807,1,13,5764.46,重要价值用户,5,5,5
U00808,5,5,1271.74,重要价值用户,5,3,3
U00809,1,26,13839.539999999999,重要价值用户,5,5,5
U00810,3,21,9253.04,重要价值用户,5,5,5
U00811,56,3,434.91,一般挽留用户,3,2,2
U00812,85,5,768.3,一般保持用户,2,3,3
U00813,23,6,1098.6100000000001,一般价值用户,4,3,3
U00814,20,28,22587.32,重要价值用户,4,5,5
U00815,190,2,370.27,一般挽留用户,1,1,2
U00816,41,25,9086.5,重要价值用户,3,5,5
U00817,317,1,51.12,一般挽留用户,1,1,1
U00818,69,4,1867.4299999999998,重要挽留用户,2,3,4
U00819,33,23,14626.07,重要价值用户,3,5,5
U00820,9,4,2534.71,重要发展用户,5,3,4
U00821,38,8,1769.84,重要价值用户,3,4,4
U00822,132,2,184.42000000000002,一般挽留用户,2,1,1
U00823,95,1,99.12,一般挽留用户,2,1,1
U00824,186,1,146.94,一般挽留用户,1,1,1
U00825,256,1,111.89,一般挽留用户,1,1,1
U00826,12,21,9334.28,重要价值用户,5,5,5
U00827,5,21,13920.85,重要价值用户,5,5,5
U00828,17,8,1296.43,重要价值用户,4,4,3
U00829,45,3,226.44,一般发展用户,3,2,2
U00830,307,1,71.13,一般挽留用户,1,1,1
U00831,58,8,2524.05,重要保持用户,3,4,4
U00832,51,8,3408.65,重要保持用户,3,4,4
U00833,32,9,3994.7599999999998,重要价值用户,4,4,4
U00834,346,1,193.43,一般挽留用户,1,1,2
U00835,30,17,5958.46,重要价值用户,4,5,5
U00836,29,19,15849.59,重要价值用户,4,5,5
U00837,9,14,3816.69,重要价值用户,5,5,4
U00838,24,27,14765.08,重要价值用户,4,5,5
U00839,94,5,784.8299999999999,一般保持用户,2,3,3
U00840,20,6,1439.95,重要价值用户,4,3,3
U00841,93,3,442.94,一般挽留用户,2,2,2
U00842,1,3,996.16,一般发展用户,5,2,3
U00843,344,1,67.1,一般挽留用户,1,1,1
U00844,88,9,2725.29,重要保持用户,2,4,4
U00845,106,3,88.97,一般挽留用户,2,2,1
U00846,14,4,1100.35,一般发展用户,5,3,3
U00847,26,17,9233.32,重要价值用户,4,5,5
U00848,10,21,16292.79,重要价值用户,5,5,5
U00849,12,7,1480.76,重要价值用户,5,4,3
U00850,37,1,221.4,一般发展用户,3,1,2
U00851,235,1,137.01,一般挽留用户,1,1,1
U00852,19,8,4047.45,重要价值用户,4,4,4
U00853,138,3,848.77,一般挽留用户,1,2,3
U00854,104,3,1461.04,重要挽留用户,2,2,3
U00855,11,6,2330.66,重要价值用户,5,3,4
U00856,7,5,861.53,一般价值用户,5,3,3
U00857,278,5,1377.04,重要保持用户,1,3,3
U00858,16,20,13480.17,重要价值用户,4,5,5
U00859,33,19,8105.49,重要价值用户,3,5,5
U00860,84,5,1885.65,重要保持用户,2,3,4
U00861,1,3,368.53,一般发展用户,5,2,2
U00862,11,4,578.75,一般发展用户,5,3,3
U00863,89,9,1987.35,重要保持用户,2,4,4
U00864,5,7,2717.91,重要价值用户,5,4,4
U00865,125,3,489.24,一般挽留用户,2,2,2
U00866,31,9,2002.6100000000001,重要价值用户,4,4,4
U00867,133,3,250.78,一般挽留用户,2,2,2
U00868,245,3,116.75999999999999,一般挽留用户,1,2,1
U00869,8,13,10158.04,重要价值用户,5,5,5
U00870,77,8,3190.12,重要保持用户,2,4,4
U00871,122,2,163.45,一般挽留用户,2,1,1
U00872,10,3,731.6899999999999,一般发展用户,5,2,3
U00873,3,3,174.42,一般发展用户,5,2,1
U00874,100,3,411.71000000000004,一般挽留用户,2,2,2
U00875,175,3,685.43,一般挽留用户,1,2,3
U00876,17,3,580.67,一般发展用户,4,2,3
U00877,31,20,19968.19,重要价值用户,4,5,5
U00878,34,3,1240.52,重要发展用户,3,2,3
U00879,5,28,10649.17,重要价值用户,5,5,5
U00880,12,8,1602.01,重要价值用户,5,4,3
U00881,362,1,89.18,一般挽留用户,1,1,1
U00882,63,6,1781.42,重要保持用户,3,3,4
U00883,18,5,1512.5,重要价值用户,4,3,3
U00884,97,2,149.26,一般挽留用户,2,1,1
U00885,29,9,2831.5,重要价值用户,4,4,4
U00886,98,1,127.87,一般挽留用户,2,1,1
U00887,2,14,6449.87,重要价值用户,5,5,5
U00888,42,10,4978.3099999999995,重要价值用户,3,5,5
U00889,19,6,1426.27,重要价值用户,4,3,3
U00890,33,3,193.73,一般发展用户,3,2,2
U00891,21,6,864.81,一般价值用户,4,3,3
U00892,110,2,110.89,一般挽留用户,2,1,1
U00893,19,3,538.64,一般发展用户,4,2,2
U00894,1,4,887.11,一般发展用户,5,3,3
U00895,82,7,2664.4700000000003,重要保持用户,2,4,4
U00896,71,3,191.11,一般挽留用户,2,2,2
U00897,2,7,3278.62,重要价值用户,5,4,4
U00898,29,3,310.5,一般发展用户,4,2,2
U00899,51,3,444.03,一般挽留用户,3,2,2
U00900,76,2,114.44,一般挽留用户,2,1,1
U00901,89,2,168.44,一般挽留用户,2,1,1
U00902,63,8,6169.9400000000005,重要保持用户,3,4,5
U00903,19,9,2964.77,重要价值用户,4,4,4
U00904,15,3,563.47,一般发展用户,4,2,3
U00905,139,1,83.92,一般挽留用户,1,1,1
U00906,30,22,20326.77,重要价值用户,4,5,5
U00907,5,10,6880.88,重要价值用户,5,5,5
U00908,348,1,119.7,一般挽留用户,1,1,1
U00909,1,7,1702.67,重要价值用户,5,4,3
U00910,187,3,588.9,一般挽留用户,1,2,3
U00911,79,5,596.27,一般保持用户,2,3,3
U00912,283,1,62.63,一般挽留用户,1,1,1
U00913,142,3,882.41,一般挽留用户,1,2,3
U00914,7,6,1020.42,一般价值用户,5,3,3
U00915,4,19,8219.6,重要价值用户,5,5,5
U00916,4,8,2686.36,重要价值用户,5,4,4
U00917,68,2,260.88,一般挽留用户,2,1,2
U00918,7,8,3325.04,重要价值用户,5,4,4
U00919,51,6,1484.95,重要保持用户,3,3,3
U00920,25,8,1749.8600000000001,重要价值用户,4,4,4
U00921,189,3,760.89,一般挽留用户,1,2,3
U00922,109,9,4115.2300000000005,重要保持用户,2,4,4
U00923,119,5,2024.71,重要保持用户,2,3,4
U00924,59,3,239.01999999999998,一般挽留用户,3,2,2
U00925,50,9,4290.79,重要保持用户,3,4,4
U00926,12,3,1033.06,一般发展用户,5,2,3
U00927,51,1,74.81,一般挽留用户,3,1,1
U00928,179,1,38.93,一般挽留用户,1,1,1
U00929,145,1,73.89,一般挽留用户,1,1,1
U00930,27,3,435.22999999999996,一般发展用户,4,2,2
U00931,66,5,2504.0699999999997,重要保持用户,3,3,4
U00932,74,2,185.51999999999998,一般挽留用户,2,1,1
U00933,126,1,116.55,一般挽留用户,2,1,1
U00934,134,5,1710.3899999999999,重要保持用户,2,3,4
U00935,14,8,1572.65,重要价值用户,5,4,3
U00936,14,29,20004.27,重要价值用户,5,5,5
U00937,47,6,3074.6800000000003,重要保持用户,3,3,4
U00938,23,13,10482.92,重要价值用户,4,5,5
U00939,6,3,713.76,一般发展用户,5,2,3
U00940,9,7,961.53,一般价值用户,5,4,3
U00941,1,7,1052.07,一般价值用户,5,4,3
U00942,35,3,340.21,一般发展用户,3,2,2
U00943,14,9,3703.13,重要价值用户,5,4,4
U00944,25,14,7406.07,重要价值用户,4,5,5
U00945,39,28,12935.14,重要价值用户,3,5,5
U00946,63,11,5607.64,重要保持用户,3,5,5
U00947,78,3,1292.1100000000001,重要挽留用户,2,2,3
U00948,21,3,393.77,一般发展用户,4,2,2
U00949,13,1,83.29,一般发展用户,5,1,1
U00950,252,1,211.85,一般挽留用户,1,1,2
U00951,111,5,2429.05,重要保持用户,2,3,4
U00952,2,13,4766.08,重要价值用户,5,5,5
U00953,17,9,1557.34,重要价值用户,4,4,3
U00954,25,15,6032.74,重要价值用户,4,5,5
U00955,52,9,1350.97,重要保持用户,3,4,3
U00956,14,5,1549.51,重要价值用户,5,3,3
U00957,165,3,269.82,一般挽留用户,1,2,2
U00958,72,7,3451.28,重要保持用户,2,4,4
U00959,29,9,3663.28,重要价值用户,4,4,4
U00960,244,3,122.63,一般挽留用户,1,2,1
U00961,18,4,852.09,一般发展用户,4,3,3
U00962,43,7,2798.62,重要价值用户,3,4,4
U00963,74,7,2223.0,重要保持用户,2,4,4
U00964,35,23,21244.77,重要价值用户,3,5,5
U00965,45,6,929.3900000000001,一般价值用户,3,3,3
U00966,11,29,15914.89,重要价值用户,5,5,5
U00967,128,2,402.85,一般挽留用户,2,1,2
U00968,249,2,355.76,一般挽留用户,1,1,2
U00969,115,2,382.08,一般挽留用户,2,1,2
U00970,39,5,1526.21,重要价值用户,3,3,3
U00971,52,1,84.21,一般挽留用户,3,1,1
U00972,10,17,7589.17,重要价值用户,5,5,5
U00973,3,27,8293.79,重要价值用户,5,5,5
U00974,12,22,9980.68,重要价值用户,5,5,5
U00975,126,3,661.54,一般挽留用户,2,2,3
U00976,165,2,93.02,一般挽留用户,1,1,1
U00977,14,9,4965.75,重要价值用户,5,4,5
U00978,76,3,253.62,一般挽留用户,2,2,2
U00979,130,3,396.03,一般挽留用户,2,2,2
U00980,1,3,472.87,一般发展用户,5,2,2
U00981,8,5,1661.49,重要价值用户,5,3,3
U00982,125,3,418.22,一般挽留用户,2,2,2
U00983,55,4,695.8399999999999,一般挽留用户,3,3,3
U00984,106,5,2311.38,重要保持用户,2,3,4
U00985,102,4,873.27,一般挽留用户,2,3,3
U00986,24,2,147.29,一般发展用户,4,1,1
U00987,297,1,129.16,一般挽留用户,1,1,1
U00988,69,3,183.18,一般挽留用户,2,2,1
U00989,141,1,21.42,一般挽留用户,1,1,1
U00990,176,1,104.82,一般挽留用户,1,1,1
U00991,17,19,13281.03,重要价值用户,4,5,5
U00992,16,3,497.90999999999997,一般发展用户,4,2,2
U00993,3,2,179.99,一般发展用户,5,1,1
U00994,303,1,36.7,一般挽留用户,1,1,1
U00995,7,10,3912.09,重要价值用户,5,5,4
U00996,40,3,589.56,一般发展用户,3,2,3
U00997,1,13,14364.33,重要价值用户,5,5,5
U00998,33,7,2177.34,重要价值用户,3,4,4
U00999,39,3,689.39,一般发展用户,3,2,3
U01000,16,24,16291.84,重要价值用户,4,5,5
U01001,45,9,4236.66,重要价值用户,3,4,4
U01002,250,3,543.0699999999999,一般挽留用户,1,2,3
U01003,6,8,1380.4099999999999,重要价值用户,5,4,3
U01004,58,2,192.55,一般挽留用户,3,1,2
U01005,20,17,10745.16,重要价值用户,4,5,5
U01006,222,2,266.03999999999996,一般挽留用户,1,2,2
U01007,47,8,1039.84,一般保持用户,3,4,3
U01008,9,12,7492.08,重要价值用户,5,5,5
U01009,39,8,2141.04,重要价值用户,3,4,4
U01010,12,9,8480.1,重要价值用户,5,4,5
U01011,18,5,1670.87,重要价值用户,4,3,3
U01012,240,7,3853.83,重要保持用户,1,4,4
U01013,284,1,146.69,一般挽留用户,1,1,1
U01014,25,9,2066.9900000000002,重要价值用户,4,4,4
U01015,54,3,548.7,一般挽留用户,3,2,3
U01016,160,3,590.39,一般挽留用户,1,2,3
U01017,77,2,151.93,一般挽留用户,2,2,1
U01018,94,2,182.69,一般挽留用户,2,2,1
U01019,208,3,387.69,一般挽留用户,1,2,2
U01020,61,9,2596.3,重要保持用户,3,4,4
U01021,50,2,227.68,一般挽留用户,3,2,2
U01022,117,1,203.33,一般挽留用户,2,1,2
U01023,26,3,1410.1599999999999,重要发展用户,4,2,3
U01024,84,2,398.66999999999996,一般挽留用户,2,2,2
U01025,15,3,349.36,一般发展用户,4,2,2
U01026,42,8,3667.13,重要价值用户,3,4,4
U01027,214,2,133.69,一般挽留用户,1,2,1
U01028,65,6,3205.33,重要保持用户,3,3,4
U01029,34,3,199.75,一般发展用户,3,2,2
U01030,43,3,267.82,一般发展用户,3,2,2
U01031,92,2,191.7,一般挽留用户,2,2,2
U01032,355,1,64.99,一般挽留用户,1,1,1
U01033,40,2,360.88,一般发展用户,3,2,2
U01034,28,26,7022.92,重要价值用户,4,5,5
U01035,26,3,391.09000000000003,一般发展用户,4,2,2
U01036,19,17,17374.33,重要价值用户,4,5,5
U01037,72,3,324.33,一般挽留用户,2,2,2
U01038,29,22,13745.69,重要价值用户,4,5,5
U01039,142,1,178.75,一般挽留用户,1,1,1
U01040,134,3,248.79000000000002,一般挽留用户,2,2,2
U01041,43,6,2262.16,重要价值用户,3,3,4
U01042,164,2,135.04000000000002,一般挽留用户,1,2,1
U01043,297,2,154.12,一般挽留用户,1,2,1
U01044,76,5,779.54,一般保持用户,2,3,3
U01045,14,1,99.25,一般发展用户,5,1,1
U01046,161,1,164.28,一般挽留用户,1,1,1
U01047,182,2,135.54,一般挽留用户,1,2,1
U01048,280,1,98.23,一般挽留用户,1,1,1
U01049,21,8,1146.85,重要价值用户,4,4,3
U01050,113,2,69.95,一般挽留用户,2,2,1
U01051,7,7,4165.15,重要价值用户,5,4,4
U01052,186,1,247.87,一般挽留用户,1,1,2
U01053,291,1,87.5,一般挽留用户,1,1,1
U01054,41,3,543.06,一般发展用户,3,2,2
U01055,22,6,1281.77,重要价值用户,4,3,3
U01056,38,3,279.51,一般发展用户,3,2,2
